序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接
131,000333,美的集团,公司信息更新报告：2021H1业绩符合预期，多元化业务齐头并进,买入,开源证券,5,,,,,,,白色家电,2021-09-02,https://pdf.dfcfw.com/pdf/H3_AP202109021513773512_1.pdf
132,000333,美的集团,多维度拓展公司业务，夯实公司龙头地位,买入,山西证券,5,,,,,,,白色家电,2021-09-01,https://pdf.dfcfw.com/pdf/H3_AP202109011513610181_1.pdf
133,000333,美的集团,B端、C端业务并重发展，线上渠道强势引领,买入,西南证券,5,,,,,,,白色家电,2021-09-01,https://pdf.dfcfw.com/pdf/H3_AP202109011513550829_1.pdf
134,000333,美的集团,2021半年报点评：短期利润承压，国内外业务迎来质变,买入,东莞证券,5,,,,,,,白色家电,2021-08-31,https://pdf.dfcfw.com/pdf/H3_AP202108311513459253_1.pdf
135,000333,美的集团,市场销量回复，原材料价格上涨,买入,财通国际,5,,,,,,,白色家电,2021-08-12,https://pdf.dfcfw.com/pdf/H3_AP202108121509550665_1.pdf
136,000333,美的集团,2021年5月回购股份点评：再启新一轮回购，未来成长可期,买入,东莞证券,5,,,,,,,白色家电,2021-05-10,https://pdf.dfcfw.com/pdf/H3_AP202105101490860708_1.pdf
137,000333,美的集团,业绩表现稳定，股权激励促进长期发展,买入,华鑫证券,5,,,,,,,白色家电,2021-05-07,https://pdf.dfcfw.com/pdf/H3_AP202105071490289091_1.pdf
138,000333,美的集团,营收稳健增长，全品类市占领先,买入,西南证券,5,,,,,,,白色家电,2021-05-05,https://pdf.dfcfw.com/pdf/H3_AP202105051489823013_1.pdf
139,000333,美的集团,年报业绩超预期，Q1收入利润持续高增,买入,信达证券,5,,,,,,,白色家电,2021-04-30,https://pdf.dfcfw.com/pdf/H3_AP202104301488810259_1.pdf
140,000333,美的集团,2020年报和2021一季报点评：业绩符合预期，加速国内机器人业务整合,买入,东莞证券,5,,,,,,,白色家电,2021-04-30,https://pdf.dfcfw.com/pdf/H3_AP202104301488798726_1.pdf
141,000333,美的集团,美的集团股权回购公告点评：拟最高回购140亿，显长期信心与价值定位,买入,民生证券,5,,,,,,,白色家电,2021-02-26,https://pdf.dfcfw.com/pdf/H3_AP202102261465732145_1.pdf
142,000333,美的集团,巨额回购彰显信心，预期经营向好,买入,西南证券,5,,,,,,,白色家电,2021-02-24,https://pdf.dfcfw.com/pdf/H3_AP202102241464891690_1.pdf
143,000333,美的集团,内销和出口前景乐观,买入,招银国际,5,,,,,,,白色家电,2020-11-04,https://pdf.dfcfw.com/pdf/H3_AP202011041426485702_1.pdf
144,000333,美的集团,A rosy outlook for both domestic and export,买入,招银国际,5,,,,,,,白色家电,2020-11-02,https://pdf.dfcfw.com/pdf/H3_AP202011021425769825_1.pdf
145,000333,美的集团,营收净利持续攀升，尽显龙头本色,买入,西南证券,5,,,,,,,白色家电,2020-11-02,https://pdf.dfcfw.com/pdf/H3_AP202011021425699131_1.pdf
146,000333,美的集团,美的集团2020年三季报点评：内外渠道双升，营收大幅改善,增持,国元证券,5,,,,,,,白色家电,2020-11-02,https://pdf.dfcfw.com/pdf/H3_AP202011021425666310_1.pdf
147,000333,美的集团,公司信息更新报告：Q3业绩超预期，内外销高增长东芝库卡表现向好,买入,开源证券,5,,,,,,,白色家电,2020-11-01,https://pdf.dfcfw.com/pdf/H3_AP202011011425440191_1.pdf
148,000333,美的集团,公司首次覆盖报告：以变革拥抱变化，赋能全价值链打造多元化科技集团,买入,开源证券,5,,,,,,,白色家电,2020-10-13,https://pdf.dfcfw.com/pdf/H3_AP202010131421037902_1.pdf
149,000333,美的集团,美的集团2020年半年报点评：经营效率提升，渠道内升外拓,增持,国元证券,5,,,,,,,白色家电,2020-09-08,https://pdf.dfcfw.com/pdf/H3_AP202009081409162696_1.pdf
150,000333,美的集团,Outperformer during sector turnaround,买入,招银国际,5,,,,,,,白色家电,2020-09-02,https://pdf.dfcfw.com/pdf/H3_AP202009021406244300_1.pdf
151,000333,美的集团,美的集团：Q2收入盈利逆势转正，费控成效卓越凸显效率优势,买入,信达证券,5,,,,,,,白色家电,2020-09-02,https://pdf.dfcfw.com/pdf/H3_AP202009021406230088_1.pdf
152,000333,美的集团,半年报点评：多元布局确定性强，渠道效率优化可期,买入,申港证券,5,,,,,,,白色家电,2020-09-01,https://pdf.dfcfw.com/pdf/H3_AP202009011405131014_1.pdf
153,000333,美的集团,公司渠道效率提升 产品份额持续增长,买入,山西证券,5,,,,,,,白色家电,2020-08-31,https://pdf.dfcfw.com/pdf/H3_AP202008311404521532_1.pdf
154,000333,美的集团,恢复迅速彰显韧性，线上渠道强势引领,买入,西南证券,5,,,,,,,白色家电,2020-08-31,https://pdf.dfcfw.com/pdf/H3_AP202008311404507234_1.pdf
155,000333,美的集团,深度报告：做大而美的百年企业,买入,信达证券,5,,,,,,,白色家电,2020-08-24,https://pdf.dfcfw.com/pdf/H3_AP202008241400966024_1.pdf
156,000333,美的集团,国内复苏足以抵御海外订单损失,买入,招银国际,5,,,,,,,白色家电,2020-05-13,https://pdf.dfcfw.com/pdf/H3_AP202005131379641257_1.pdf
157,000333,美的集团,Earnings Review: In-line FY19/Better 1Q20: Conference call suggests management confidence and better industry positioning; Buy,,高盛高华证券,5,,,,,,,白色家电,2020-05-08,https://pdf.dfcfw.com/pdf/H3_AP202005081379441588_1.pdf
158,000333,美的集团,China recovery to outweigh overseas pressure,买入,招银国际,5,,,,,,,白色家电,2020-05-07,https://pdf.dfcfw.com/pdf/H3_AP202005071379388610_1.pdf
159,000333,美的集团,2019年报点评：困境历强者 坚韧路远行,买入,申港证券,5,,,,,,,白色家电,2020-04-30,https://pdf.dfcfw.com/pdf/H3_AP202004301379124527_1.pdf
160,000333,美的集团,艰难困境出强者，龙头稳健行远路,买入,西南证券,5,,,,,,,白色家电,2020-04-30,https://pdf.dfcfw.com/pdf/H3_AP202004301379120522_1.pdf
161,000333,美的集团,公司龙头地位稳定，运营效率继续提升,买入,山西证券,5,,,,,,,白色家电,2020-04-30,https://pdf.dfcfw.com/pdf/H3_AP202004301379118772_1.pdf
162,000333,美的集团,行业弱景气背景下，业绩保持稳健增长,买入,太平洋,5,,,,,,,白色家电,2020-04-30,https://pdf.dfcfw.com/pdf/H3_AP202004301379111206_1.pdf
163,000333,美的集团,美的集团2019年报&2020一季报点评：以数致远，稳健前行,增持,国元证券,5,,,,,,,白色家电,2020-04-30,https://pdf.dfcfw.com/pdf/H3_AP202004301379107963_1.pdf
164,000333,美的集团,美的集团事件点评：收购合康新能，补全工业互联网拼图,增持,国元证券,5,,,,,,,白色家电,2020-03-26,https://pdf.dfcfw.com/pdf/H3_AP202003261376989977_1.pdf
165,000333,美的集团,拟以不超过65元/股价格实施大额股份回购，维持买入建议,买入,群益证券,5,,,,,,,白色家电,2020-02-25,https://pdf.dfcfw.com/pdf/H3_AP202002251375442451_1.pdf
166,000333,美的集团,走远路，52亿再启回购计划,买入,西南证券,5,,,,,,,白色家电,2020-02-24,https://pdf.dfcfw.com/pdf/H3_AP202002241375398812_1.pdf
167,000333,美的集团,公司点评：再拟最高52亿回购 航母远行望远方,买入,申港证券,5,,,,,,,白色家电,2020-02-23,https://pdf.dfcfw.com/pdf/H3_AP202002231375391833_1.pdf
168,000333,美的集团,灵活的巨人，以变应万变,买入,西南证券,5,,,,,,,白色家电,2020-01-08,https://pdf.dfcfw.com/pdf/H3_AP202001081373693625_1.pdf
169,000333,美的集团,Consistent outperformance by great strategy,买入,招银国际,5,,,,,,,白色家电,2019-11-07,https://pdf.dfcfw.com/pdf/H3_AP201911071370484898_1.pdf
170,000333,美的集团,2019Q3扣非净利同比增长27%，略超预期,买入,群益证券,5,,,,,,,白色家电,2019-10-31,https://pdf.dfcfw.com/pdf/H3_AP201910311370112042_1.pdf
171,000333,美的集团,马太效应强化，龙头高歌猛进,买入,西南证券,5,,,,,,,白色家电,2019-10-31,https://pdf.dfcfw.com/pdf/H3_AP201910311370094259_1.pdf
172,000333,美的集团,点评报告：业绩远超预期，盈利持续提升,增持,爱建证券,5,,,,,,,白色家电,2019-10-31,https://pdf.dfcfw.com/pdf/H3_AP201910311370084009_1.pdf
173,000333,美的集团,美的集团2019三季报点评：创新驱动成长，员工持股激发增长潜力,增持,国元证券,5,,,,,,,白色家电,2019-10-31,https://pdf.dfcfw.com/pdf/H3_AP201910311370079984_1.pdf
174,000333,美的集团,调研简报：追求业绩确定性，强化内功,买入,东莞证券,5,,,,,,,白色家电,2019-10-14,https://pdf.dfcfw.com/pdf/H3_AP201910141368650334_1.pdf
175,000333,美的集团,下半年销售增长保守，但利润率提升可期,买入,招银国际,5,,,,,,,白色家电,2019-09-10,https://pdf.dfcfw.com/pdf/H3_AP201909101354410057_1.pdf
176,000333,美的集团,Prudent sales and rosy margins for 2H19E,买入,招银国际,5,,,,,,,白色家电,2019-09-09,https://pdf.dfcfw.com/pdf/H3_AP201909091352732799_1.pdf
177,000333,美的集团,Turning more positive on 2H19,增持,中国银河国际证券,5,,,,,,,白色家电,2019-09-04,https://pdf.dfcfw.com/pdf/H3_AP201909041348470065_1.pdf
178,000333,美的集团,中报高质量内生增长，品牌矩阵+渠道优化助力稳健发展,买入,太平洋,5,,,,,,,白色家电,2019-09-02,https://pdf.dfcfw.com/pdf/H3_AP201909021345557741_1.pdf
179,000333,美的集团,资金充沛，产品市场份额提升,买入,西南证券,5,,,,,,,白色家电,2019-09-02,https://pdf.dfcfw.com/pdf/H3_AP201909021345528110_1.pdf
180,000333,美的集团,点评报告：盈利持续提升，龙头确定稳增,增持,爱建证券,5,,,,,,,白色家电,2019-09-02,https://pdf.dfcfw.com/pdf/H3_AP201909021345522397_1.pdf
181,000333,美的集团,公司传统业务龙头地位稳定，净利表现超预期,买入,山西证券,5,,,,,,,白色家电,2019-09-02,https://pdf.dfcfw.com/pdf/H3_AP201909021345502230_1.pdf
182,000333,美的集团,多元化产品组合和高效的员工激励措施,买入,招银国际,5,,,,,,,白色家电,2019-07-02,https://pdf.dfcfw.com/pdf/H3_AP201907021337028873_1.pdf
183,000333,美的集团,毛利率提升助推公司2019Q1扣非净利同比增长20%,买入,群益证券,5,,,,,,,白色家电,2019-05-12,https://pdf.dfcfw.com/pdf/H3_AP201905111328970987_1.pdf
184,000333,美的集团,Annual Investor Day Takeaways,,中国银河国际证券,5,,,,,,,白色家电,2019-05-10,https://pdf.dfcfw.com/pdf/H3_AP201905101328533723_1.pdf
185,000333,美的集团,2018年净利同比增长17%，符合预期,买入,群益证券,5,,,,,,,白色家电,2019-05-07,https://pdf.dfcfw.com/pdf/H3_AP201905071327249828_1.pdf
186,000333,美的集团,促销提升市占率，盈利能力未受影响,买入,西南证券,5,,,,,,,白色家电,2019-05-05,https://pdf.dfcfw.com/pdf/H3_AP201905051326666045_1.pdf
187,000333,美的集团,2019年一季报点评：一季度收入端稳健增长，毛利率明显改善,买入,民生证券,5,,,,,,,白色家电,2019-05-05,https://pdf.dfcfw.com/pdf/H3_AP201905051326594125_1.pdf
188,000333,美的集团,2018年度报告点评：销售毛利提升，东芝、库卡可期,买入,东兴证券,5,,,,,,,白色家电,2019-04-24,https://pdf.dfcfw.com/pdf/H3_AP201904241322113625_1.pdf
189,000333,美的集团,点评报告：家电业务与机器人业务喜忧参半,增持,爱建证券,5,,,,,,,白色家电,2019-04-24,https://pdf.dfcfw.com/pdf/H3_AP201904241321941100_1.pdf
190,000333,美的集团,Signs of Improvement in 1H19,,中国银河国际证券,5,,,,,,,白色家电,2019-04-24,https://pdf.dfcfw.com/pdf/H3_AP201904241321896127_1.pdf
191,000333,美的集团,全年保持稳健增长，Q1出货或超预期,买入,西南证券,5,,,,,,,家电行业,2019-04-23,https://pdf.dfcfw.com/pdf/H3_AP201904231321349192_1.pdf
192,000333,美的集团,2018年年报点评：家电主业稳健增长，盈利能力同比提升,买入,民生证券,5,,,,,,,白色家电,2019-04-22,https://pdf.dfcfw.com/pdf/H3_AP201904221321160898_1.pdf
193,000333,美的集团,公司传统业务龙头地位稳定，布局智能业务前景广阔,买入,山西证券,5,,,,,,,白色家电,2019-04-22,https://pdf.dfcfw.com/pdf/H3_AP201904221321147191_1.pdf
194,000333,美的集团,Challenging 2019; Downgrade to Hold,,中国银河国际证券,5,,,,,,,白色家电,2019-03-13,https://pdf.dfcfw.com/pdf/H3_AP201903131305400383_1.pdf
195,000333,美的集团,2019年前景具挑战；下调评级至「持有」,,中国银河国际证券,5,,,,,,,白色家电,2019-03-08,https://pdf.dfcfw.com/pdf/H3_AP201903081304235436_1.pdf
196,000333,美的集团,2018年度业绩预告点评：盈利符合预期，内部整合迎政策东风,买入,东莞证券,5,,,,,,,白色家电,2019-01-16,https://pdf.dfcfw.com/pdf/H3_AP201901161285472042_1.pdf
197,000333,美的集团,2018年净利同比增长15%至20%，符合预期,买入,群益证券,5,,,,,,,白色家电,2019-01-15,https://pdf.dfcfw.com/pdf/H3_AP201901151284881615_1.pdf
198,000333,美的集团,深度系列报告（二）：从产品的角度看美的集团与小天鹅的合并,增持,爱建证券,5,,,,,,,白色家电,2018-12-03,https://pdf.dfcfw.com/pdf/H3_AP201812031258045130_1.pdf
199,000333,美的集团,追踪套利机会,,中国银河国际证券,5,,,,,,,白色家电,2018-11-30,https://pdf.dfcfw.com/pdf/H3_AP201811301255348178_1.pdf
200,000333,美的集团,2018年三季度报告点评：收入增速放缓，盈利能力提升,买入,民生证券,5,,,,,,,白色家电,2018-11-29,https://pdf.dfcfw.com/pdf/H3_AP201811291253439329_1.pdf
201,000333,美的集团,Monitor arbitrage opportunity,,中国银河国际证券,5,,,,,,,白色家电,2018-11-28,https://pdf.dfcfw.com/pdf/H3_AP201811281252914516_1.pdf
202,000333,美的集团,LS privatization: Deal sweetener (special cash dividend) announced,买入,德意志银行,5,,,,,,,白色家电,2018-11-23,https://pdf.dfcfw.com/pdf/H3_AP201811231251224682_1.pdf
203,000333,美的集团,3Q 18 Conference call takeaways,,中国银河国际证券,5,,,,,,,白色家电,2018-11-22,https://pdf.dfcfw.com/pdf/H3_AP201811221250429437_1.pdf
204,000333,美的集团,换股方案年底审议，若通过拟提高分红比例,买入,民生证券,5,,,,,,,白色家电,2018-11-22,https://pdf.dfcfw.com/pdf/H3_AP201811221250381309_1.pdf
205,000333,美的集团,"净利端YOY+19%,符合预期",买入,群益证券,5,,,,,,,白色家电,2018-11-02,https://pdf.dfcfw.com/pdf/H3_AP201811021231962973_1.pdf
206,000333,美的集团,2018三季报点评：帝国整装再出发 多级布局保证确定性,买入,东兴证券,5,,,,,,,白色家电,2018-11-01,https://pdf.dfcfw.com/pdf/H3_AP201811011229641550_1.pdf
207,000333,美的集团,行业增速放缓，产业版图战略整合,买入,西南证券,5,,,,,,,白色家电,2018-10-31,https://pdf.dfcfw.com/pdf/H3_AP201810311228301121_1.pdf
208,000333,美的集团,To privatize Little Swan; Further trading suspension,中性,德意志银行,5,,,,,,,白色家电,2018-10-24,https://pdf.dfcfw.com/pdf/H3_AP201810241220440463_1.pdf
209,000333,美的集团,3Q18 channel observations: part 4: KUKA orders hurt by low utilization,中性,德意志银行,5,,,,,,,白色家电,2018-10-17,https://pdf.dfcfw.com/pdf/H3_AP201810171215135948_1.pdf
210,000333,美的集团,Introducing Asset Restructuring Scenarios,中性,德意志银行,5,,,,,,,白色家电,2018-09-20,https://pdf.dfcfw.com/pdf/H3_AP201809201199220753_1.pdf
211,000333,美的集团,2018年半年报点评：收入增速稳健，毛利率显著提升,买入,民生证券,5,,,,,,,白色家电,2018-09-06,https://pdf.dfcfw.com/pdf/H3_AP201809061190363636_1.pdf
212,000333,美的集团,Margin expansion in 1H18,,中国银河国际证券,5,,,,,,,白色家电,2018-09-04,https://pdf.dfcfw.com/pdf/H3_AP201809041187757840_1.pdf
213,000333,美的集团,2018半年报点评：多元化家电帝国穿越市场周期,买入,东兴证券,5,,,,,,,白色家电,2018-09-03,https://pdf.dfcfw.com/pdf/H3_AP201809031187213927_1.pdf
214,000333,美的集团,白电龙头稳健增长，内销贡献增量,买入,西南证券,5,,,,,,,白色家电,2018-09-03,https://pdf.dfcfw.com/pdf/H3_AP201809021186756385_1.pdf
215,000333,美的集团,全品类结构更优，各业务协同推进,增持,爱建证券,5,,,,,,,白色家电,2018-08-31,https://pdf.dfcfw.com/pdf/H3_AP201808311185977375_1.pdf
216,000333,美的集团,MIDEA GROUP,,中国银河国际证券,5,,,,,,,白色家电,2018-08-03,https://pdf.dfcfw.com/pdf/H3_AP201808031174455063_1.pdf
217,000333,美的集团,美的集团,,中国银河国际证券,5,,,,,,,白色家电,2018-08-03,https://pdf.dfcfw.com/pdf/H3_AP201808031174238870_1.pdf
218,000333,美的集团,事件点评：增持彰显公司信心 业绩增长强势,买入,东兴证券,5,,,,,,,白色家电,2018-07-06,https://pdf.dfcfw.com/pdf/H3_AP201807061164048417_1.pdf
219,000333,美的集团,回购股份，彰显价值，看好公司长期发展,买入,群益证券,5,,,,,,,白色家电,2018-07-05,https://pdf.dfcfw.com/pdf/H3_AP201807051163574698_1.pdf
220,000333,美的集团,深度报告：继多元化霸业 开双赛道宏图,买入,东兴证券,5,,,,,,,白色家电,2018-06-28,https://pdf.dfcfw.com/pdf/H3_AP201806281160057099_1.pdf
221,000333,美的集团,看好第二季出货量,,中国银河国际证券,5,,,,,,,白色家电,2018-06-14,https://pdf.dfcfw.com/pdf/H3_AP201806141155986011_1.pdf
222,000333,美的集团,Confidence in Q2 Shipments,,中国银河国际证券,5,,,,,,,白色家电,2018-06-13,https://pdf.dfcfw.com/pdf/H3_AP201806131155355082_1.pdf
223,000333,美的集团,Riding consumption upgrade,,中国银河国际证券,5,,,,,,,白色家电,2018-06-07,https://pdf.dfcfw.com/pdf/H3_AP201806071153737650_1.pdf
224,000333,美的集团,受惠消费升级大趋势,,中国银河国际证券,5,,,,,,,白色家电,2018-06-07,https://pdf.dfcfw.com/pdf/H3_AP201806071153697811_1.pdf
225,000333,美的集团,五十过往家电巨擘基业长青，静水深流科技集团扬帆远航,买入,东吴证券,5,,,,,,,白色家电,2018-04-22,https://pdf.dfcfw.com/pdf/H3_AP201804221127714424_1.pdf
226,000333,美的集团,2017年年报点评：营收与业绩稳增，看好多业务板块协同发展,,民生证券,5,,,,,,,白色家电,2018-04-07,https://pdf.dfcfw.com/pdf/H3_AP201804071119411443_1.pdf
227,000333,美的集团,全球家电科技龙头 长期竞争力持续提升,买入,信达证券,5,,,,,,,白色家电,2018-04-04,https://pdf.dfcfw.com/pdf/H3_AP201804041117803836_1.pdf
228,000333,美的集团,2017年报点评：传统业务量价齐升，科技集团转型伊始,买入,东兴证券,5,,,,,,,白色家电,2018-04-03,https://pdf.dfcfw.com/pdf/H3_AP201804031116361245_1.pdf
229,000333,美的集团,点评报告：2018新征途，扬帆起航高增长,增持,爱建证券,5,,,,,,,白色家电,2018-04-02,https://pdf.dfcfw.com/pdf/H3_AP201804021115568227_1.pdf
230,000333,美的集团,Midea doubles down on robotics as cooperation with KUKA strengthens,买入,中信建投(国际),5,,,,,,,白色家电,2018-03-27,https://pdf.dfcfw.com/pdf/H3_AP201803271111469484_1.pdf
231,000333,美的集团,事件点评：KUKA新建产能发力中国市场，与美的融合加深,买入,东兴证券,5,,,,,,,白色家电,2018-03-26,https://pdf.dfcfw.com/pdf/H3_AP201803261110504470_1.pdf
232,000333,美的集团,调研简报：多元化布局的“智”造龙头,买入,东兴证券,5,,,,,,,白色家电,2018-01-16,https://pdf.dfcfw.com/pdf/H3_AP201801161078103451_1.pdf
233,000333,美的集团,深度系列报告（一）：美的，还是智能的、创新的,增持,爱建证券,5,,,,,,,白色家电,2017-11-28,https://pdf.dfcfw.com/pdf/H3_AP201711281058941767_1.pdf
234,000333,美的集团,2017年三季报点评：库卡并表增业绩，三季报表现超预期,,民生证券,5,,,,,,,白色家电,2017-11-26,https://pdf.dfcfw.com/pdf/H3_AP201711261058412977_1.pdf
235,000333,美的集团,前三季度净利YOY+17%，符合预期，看好公司长期发展,买入,群益证券,5,,,,,,,白色家电,2017-11-03,https://pdf.dfcfw.com/pdf/H3_AP201711031005567023_1.pdf
236,000333,美的集团,库卡并表带动集团收入高速增长 经营效率持续提升,买入,信达证券,5,,,,,,,白色家电,2017-11-02,https://pdf.dfcfw.com/pdf/H3_AP201711020999361263_1.pdf
237,000333,美的集团,业绩加速成长，龙头优势凸显,,国金证券,5,,,,,,,白色家电,2017-11-01,https://pdf.dfcfw.com/pdf/H3_AP201711010994931445_1.pdf
238,000333,美的集团,双轮驱动 引入高端家电合作者,买入,山西证券,5,,,,,,,白色家电,2017-10-31,https://pdf.dfcfw.com/pdf/H3_AP201710310992540789_1.pdf
239,000333,美的集团,白电龙头稳健增长，库卡整合增厚业绩,买入,西南证券,5,,,,,,,白色家电,2017-10-31,https://pdf.dfcfw.com/pdf/H3_AP201710310992358953_1.pdf
240,000333,美的集团,各品类实现高速增长 库卡并表集团规模继续扩张,买入,信达证券,5,,,,,,,白色家电,2017-09-15,https://pdf.dfcfw.com/pdf/H3_AP201709150887822406_1.pdf
241,000333,美的集团,内外生增长齐发力，公司成长具备想象空间,增持,华金证券,5,,,,,,,白色家电,2017-09-06,https://pdf.dfcfw.com/pdf/H3_AP201709060860659584_1.pdf
242,000333,美的集团,各业务均表现较好，短期受资产溢价摊销拖累业绩增速,买入,群益证券,5,,,,,,,白色家电,2017-09-04,https://pdf.dfcfw.com/pdf/H3_AP201709040854609067_1.pdf
243,000333,美的集团,2017半年报点评：营收实现稳健增长，积极推进全球化战略,增持,东兴证券,5,,,,,,,白色家电,2017-08-31,https://pdf.dfcfw.com/pdf/H3_AP201708310842650971_1.pdf
244,000333,美的集团,智能业务前景广阔 看好公司长期发展,买入,山西证券,5,,,,,,,白色家电,2017-08-31,https://pdf.dfcfw.com/pdf/H3_AP201708310842328122_1.pdf
245,000333,美的集团,家电业务高速增长，并购整合显现成效,买入,中投证券,5,,,,,,,白色家电,2017-08-31,https://pdf.dfcfw.com/pdf/H3_AP201708310842308941_1.pdf
246,000333,美的集团,收入规模快速增长，库卡东芝业绩提升,,国金证券,5,,,,,,,白色家电,2017-08-31,https://pdf.dfcfw.com/pdf/H3_AP201708310841621859_1.pdf
247,000333,美的集团,KUKA半年报亮眼，家电业务增长可持续,买入,东吴证券,5,,,,,,,白色家电,2017-08-24,https://pdf.dfcfw.com/pdf/H3_AP201708240825007994_1.pdf
248,000333,美的集团,点评报告：KUKA与华为全面合作，5G让制造更智慧,买入,东吴证券,5,,,,,,,白色家电,2017-06-12,https://pdf.dfcfw.com/pdf/H3_AP201706120642120126_1.pdf
249,000333,美的集团,从美到智， 一加一大于二,买入,东吴证券,5,,,,,,,白色家电,2017-05-23,https://pdf.dfcfw.com/pdf/H3_AP201705230596660522_1.pdf
250,000333,美的集团,东芝、库卡并表带来营收超预期增长,买入,信达证券,5,,,,,,,白色家电,2017-05-09,https://pdf.dfcfw.com/pdf/H3_AP201705090566012864_1.pdf
251,000333,美的集团,投资者沟通会要点；买入,买入,高华证券,5,,,,,,,白色家电,2017-05-09,https://pdf.dfcfw.com/pdf/H3_AP201705090565374014_1.pdf
252,000333,美的集团,2017年一季度收入增长符合预期，成本压力令毛利率下降；买入,买入,高华证券,5,,,,,,,白色家电,2017-05-07,https://pdf.dfcfw.com/pdf/H3_AP201705060560654702_1.pdf
253,000333,美的集团,并表增厚营收，资产溢价摊销影响业绩,买入,群益证券,5,,,,,,,白色家电,2017-05-05,https://pdf.dfcfw.com/pdf/H3_AP201705050556983268_1.pdf
254,000333,美的集团,原有板块强势增长，并购业务整装待发,,国金证券,5,,,,,,,白色家电,2017-05-02,https://pdf.dfcfw.com/pdf/H3_AP201705020547810530_1.pdf
255,000333,美的集团,核心业务保持快速成长，并购摊销影响短期利润,买入,中投证券,5,,,,,,,白色家电,2017-05-02,https://pdf.dfcfw.com/pdf/H3_AP201705020547568148_1.pdf
256,000333,美的集团,全球领先科技集团产品、效率双驱动,买入,信达证券,5,,,,,,,白色家电,2017-04-01,https://pdf.dfcfw.com/pdf/H3_AP201704010460517296_1.pdf
257,000333,美的集团,业绩再超预期，长期价值闪耀,,国金证券,5,,,,,,,白色家电,2017-03-31,https://pdf.dfcfw.com/pdf/H3_AP201703310456543490_1.pdf
258,000333,美的集团,业绩符合预期，正在成长为全球运营的科技企业,增持,中投证券,5,,,,,,,白色家电,2017-03-31,https://pdf.dfcfw.com/pdf/H3_AP201703310456104807_1.pdf
259,000333,美的集团,业绩稳健成长，造就“美的”世界,买入,西南证券,5,,,,,,,白色家电,2017-03-31,https://pdf.dfcfw.com/pdf/H3_AP201703310455975084_1.pdf
260,000333,美的集团,从家电企业转型科技集团、工业自动化战略开始起跑,买入,中投证券,5,,,,,,,白色家电,2017-03-09,https://pdf.dfcfw.com/pdf/H3_AP201703090395806818_1.pdf
261,000333,美的集团,多元化布局深入，估值提升空间加大,,民生证券,5,,,,,,,白色家电,2017-02-12,https://pdf.dfcfw.com/pdf/H3_AP201702120337912945_1.pdf
262,000333,美的集团,简要分析：收购KUKA已获得美国监管机构的最终批准,,高华证券,5,,,,,,,白色家电,2017-01-05,https://pdf.dfcfw.com/pdf/H3_AP201701050238643060_1.pdf
