序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接
47,000858,五粮液,全面改革勇毅破局，期待运营创新落地,买入,东吴证券,3,9.88,13.55,,,,,白酒Ⅱ,2025-03-27,https://pdf.dfcfw.com/pdf/H3_AP202503271648256785_1.pdf
48,000858,五粮液,理性调整经营节奏，推动营销执行力提升,增持,国信证券,3,10.18,14.1,,,,,白酒Ⅱ,2024-12-22,https://pdf.dfcfw.com/pdf/H3_AP202412221641390162_1.pdf
49,000858,五粮液,动态更新报告：营销执行提升年 品牌份额双提升,买入,民生证券,3,9.3,15.0,,,,,白酒Ⅱ,2024-12-20,https://pdf.dfcfw.com/pdf/H3_AP202412201641374147_1.pdf
50,000858,五粮液,定调营销执行提升年，协同固基共增长,买入,国金证券,3,9.848,14.58,,,,,白酒Ⅱ,2024-12-20,https://pdf.dfcfw.com/pdf/H3_AP202412201641370827_1.pdf
51,000858,五粮液,重视量价统筹，深化机制改革,买入,东吴证券,3,9.94,14.44,,,,,白酒Ⅱ,2024-12-20,https://pdf.dfcfw.com/pdf/H3_AP202412191641368444_1.pdf
52,000858,五粮液,公司事件点评报告：营销执行提升年，稳定压倒一切,买入,华鑫证券,3,9.98,14.6,,,,,白酒Ⅱ,2024-12-19,https://pdf.dfcfw.com/pdf/H3_AP202412191641361292_1.pdf
53,000858,五粮液,公司深度报告：浓香龙头迎复兴，酒业大王向前看,买入,华鑫证券,3,9.98,14.7,,,,,白酒Ⅱ,2024-12-06,https://pdf.dfcfw.com/pdf/H3_AP202412061641210888_1.pdf
54,000858,五粮液,公司事件点评报告：发布中期利润方案，提高股东长期回报,买入,华鑫证券,3,9.98,14.4,,,,,白酒Ⅱ,2024-11-29,https://pdf.dfcfw.com/pdf/H3_AP202411291641113931_1.pdf
55,000858,五粮液,五粮液2024年三季报点评：营收增速压力大，全力促动销提振终端消费需求,买入,诚通证券,3,9.9,15.6,,,,,白酒Ⅱ,2024-11-14,https://pdf.dfcfw.com/pdf/H3_AP202411141640882790_1.pdf
56,000858,五粮液,2024年三季报点评报告：2024Q3营收降速，加大分红提升股东回报,增持,华龙证券,3,10.3,14.4,,,,,白酒Ⅱ,2024-11-09,https://pdf.dfcfw.com/pdf/H3_AP202411091640803517_1.pdf
57,000858,五粮液,经营业绩控速调整，分红规划再创新高,买入,第一上海证券,3,10.18,14.6,,,,,白酒Ⅱ,2024-11-05,https://pdf.dfcfw.com/pdf/H3_AP202411051640717305_1.pdf
58,000858,五粮液,公司调整经营节奏，股东回报提振信心,买入,中银证券,3,9.6,15.3,,,,,白酒Ⅱ,2024-11-04,https://pdf.dfcfw.com/pdf/H3_AP202411041640691871_1.pdf
59,000858,五粮液,2024年前三季度业绩点评：边际降速，节奏务实,买入,东吴证券,3,10.76,13.82,,,,,白酒Ⅱ,2024-11-01,https://pdf.dfcfw.com/pdf/H3_AP202411011640680200_1.pdf
60,000858,五粮液,2024年三季报点评：收入增长环比放缓，分红规划提振信心,买入,西南证券,3,10.52,13.96,,,,,白酒Ⅱ,2024-11-01,https://pdf.dfcfw.com/pdf/H3_AP202411011640678962_1.pdf
61,000858,五粮液,五粮液2024Q3点评：高质量增长延续,买入,华安证券,3,10.09,14.66,,,,,白酒Ⅱ,2024-11-01,https://pdf.dfcfw.com/pdf/H3_AP202411011640677003_1.pdf
62,000858,五粮液,Q3控速整理，提高分红优化回报,持有,群益证券,3,10.71,14.0,,,,,白酒Ⅱ,2024-11-01,https://pdf.dfcfw.com/pdf/H3_AP202411011640663668_1.pdf
63,000858,五粮液,五粮液：业绩符合预期，加大分红提升股东回报,增持,太平洋,3,10.12,14.7,,,,,白酒Ⅱ,2024-11-01,https://pdf.dfcfw.com/pdf/H3_AP202411011640662729_1.pdf
64,000858,五粮液,主动控速/质量为先，承诺三年分红方案,买入,中邮证券,3,9.75,15.06,,,,,白酒Ⅱ,2024-11-01,https://pdf.dfcfw.com/pdf/H3_AP202411011640662658_1.pdf
65,000858,五粮液,第三季度报表质量较高，规划分红率不低于70%,增持,国信证券,3,10.18,14.6,,,,,白酒Ⅱ,2024-11-01,https://pdf.dfcfw.com/pdf/H3_AP202411011640662288_1.pdf
66,000858,五粮液,2024年三季报点评报告：Q3业绩承压，强化股东回报,增持,万联证券,3,10.62,14.01,,,,,白酒Ⅱ,2024-11-01,https://pdf.dfcfw.com/pdf/H3_AP202411011640659032_1.pdf
67,000858,五粮液,五粮液2024年三季报点评：顺势调整节奏，重视股东回报,买入,国元证券,3,9.91,15.02,,,,,白酒Ⅱ,2024-11-01,https://pdf.dfcfw.com/pdf/H3_AP202411011640657581_1.pdf
68,000858,五粮液,2024年三季报点评：Q3业绩平稳，分红提振信心,买入,东莞证券,3,10.03,14.83,,,,,白酒Ⅱ,2024-10-31,https://pdf.dfcfw.com/pdf/H3_AP202410311640643401_1.pdf
69,000858,五粮液,2024年三季报点评：稳健经营，分红规划塑信心,买入,民生证券,3,9.3,16.0,,,,,白酒Ⅱ,2024-10-31,https://pdf.dfcfw.com/pdf/H3_AP202410311640637968_1.pdf
70,000858,五粮液,业绩符合预期，分红规划提至70%,买入,国金证券,3,10.14,14.67,,,,,白酒Ⅱ,2024-10-31,https://pdf.dfcfw.com/pdf/H3_AP202410311640635376_1.pdf
71,000858,五粮液,公司事件点评报告：业绩符合预期，分红方案提振信心,买入,华鑫证券,3,9.98,14.9,,,,,白酒Ⅱ,2024-10-31,https://pdf.dfcfw.com/pdf/H3_AP202410311640629995_1.pdf
72,000858,五粮液,2024年半年报点评报告：业绩稳健增长，盈利能力提升,增持,华龙证券,3,10.6,11.6,,,,,白酒Ⅱ,2024-09-02,https://pdf.dfcfw.com/pdf/H3_AP202409021639695241_1.pdf
73,000858,五粮液,公司信息更新报告：业绩稳健增长，彰显品牌韧性,买入,开源证券,3,10.65,11.6,,,,,白酒Ⅱ,2024-09-02,https://pdf.dfcfw.com/pdf/H3_AP202409021639685917_1.pdf
74,000858,五粮液,业绩稳健超预期，营销执行改善助力高质发展,买入,中邮证券,3,10.9,10.89,,,,,白酒Ⅱ,2024-08-30,https://pdf.dfcfw.com/pdf/H3_AP202408301639629027_1.pdf
75,000858,五粮液,报表质量优异，上半年顺利收官,买入,中银证券,3,10.7,14.5,,,,,白酒Ⅱ,2024-08-30,https://pdf.dfcfw.com/pdf/H3_AP202408301639614145_1.pdf
76,000858,五粮液,五粮液2024Q2点评：高质量冲刺双位数增长目标,买入,华安证券,3,10.99,10.8,,,,,白酒Ⅱ,2024-08-30,https://pdf.dfcfw.com/pdf/H3_AP202408301639612270_1.pdf
77,000858,五粮液,五粮液：业绩平稳符合预期，合同负债和现金流表现优异,买入,太平洋,3,10.68,10.67,,,,,白酒Ⅱ,2024-08-30,https://pdf.dfcfw.com/pdf/H3_AP202408301639608522_1.pdf
78,000858,五粮液,2024年中报点评：24H1实现靓丽增长，浓香大王行稳致远,买入,西南证券,3,10.94,10.42,,,,,白酒Ⅱ,2024-08-30,https://pdf.dfcfw.com/pdf/H3_AP202408301639604153_1.pdf
79,000858,五粮液,五粮液2024年中报点评：控量挺价，业绩稳健,买入,国元证券,3,10.74,10.61,,,,,白酒Ⅱ,2024-08-30,https://pdf.dfcfw.com/pdf/H3_AP202408301639593895_1.pdf
80,000858,五粮液,2024年中报点评：业绩稳健增长 盈利水平抬升,买入,民生证券,3,10.62,11.0,,,,,白酒Ⅱ,2024-08-30,https://pdf.dfcfw.com/pdf/H3_AP202408301639590679_1.pdf
81,000858,五粮液,报表质量优异，管理持续改善,买入,华金证券,3,10.92,10.4,,,,,白酒Ⅱ,2024-08-30,https://pdf.dfcfw.com/pdf/H3_AP202408301639587380_1.pdf
82,000858,五粮液,第二季度收入同比增长10%，现金流反映厂商关系向好,增持,国信证券,3,10.87,10.5,,,,,白酒Ⅱ,2024-08-29,https://pdf.dfcfw.com/pdf/H3_AP202408291639582032_1.pdf
83,000858,五粮液,找准发力方向，品牌优势凸显,买入,信达证券,3,10.85,10.5,,,,,白酒Ⅱ,2024-08-29,https://pdf.dfcfw.com/pdf/H3_AP202408291639553527_1.pdf
84,000858,五粮液,点评报告：业绩平稳增长，推进高端布局,增持,万联证券,3,10.62,10.73,,,,,白酒Ⅱ,2024-08-29,https://pdf.dfcfw.com/pdf/H3_AP202408291639551347_1.pdf
85,000858,五粮液,公司事件点评报告：业绩略超预期，现金流表现优异,买入,华鑫证券,3,11.28,10.1,,,,,白酒Ⅱ,2024-08-29,https://pdf.dfcfw.com/pdf/H3_AP202408291639547332_1.pdf
86,000858,五粮液,经营稳健，H1时间过半，任务过半,增持,群益证券,3,10.95,10.0,,,,,白酒Ⅱ,2024-08-29,https://pdf.dfcfw.com/pdf/H3_AP202408291639546277_1.pdf
87,000858,五粮液,2024年半年报点评：Q2业绩稳健增长，盈利能力再上行,买入,东莞证券,3,10.65,10.7,,,,,白酒Ⅱ,2024-08-29,https://pdf.dfcfw.com/pdf/H3_AP202408291639546133_1.pdf
88,000858,五粮液,2024年中报点评：转作风革故鼎新，强执行久久为功,买入,东吴证券,3,10.93,10.43,,,,,白酒Ⅱ,2024-08-29,https://pdf.dfcfw.com/pdf/H3_AP202408291639543819_1.pdf
89,000858,五粮液,Q2兑现略超预期，回款表现亮眼,买入,国金证券,3,10.579,10.78,,,,,白酒Ⅱ,2024-08-29,https://pdf.dfcfw.com/pdf/H3_AP202408291639543519_1.pdf
90,000858,五粮液,节奏良好、战略清晰，传递稳健增长信心,增持,国信证券,3,10.87,11.8,,,,,白酒Ⅱ,2024-07-02,https://pdf.dfcfw.com/pdf/H3_AP202407021637450502_1.pdf
91,000858,五粮液,公司事件点评报告：持续巩固“稳”的基调，积蓄“进”的力量,买入,华鑫证券,3,11.28,11.4,,,,,白酒Ⅱ,2024-06-30,https://pdf.dfcfw.com/pdf/H3_AP202406301637100605_1.pdf
92,000858,五粮液,品牌、产品底蕴深厚，千元龙头整装待发,买入,国信证券,3,10.87,13.9,,,,,白酒Ⅱ,2024-05-27,https://pdf.dfcfw.com/pdf/H3_AP202405271634718011_1.pdf
93,000858,五粮液,业绩增长稳健，管理经营改善,买入,华金证券,3,11.05,13.7,,,,,白酒Ⅱ,2024-05-14,https://pdf.dfcfw.com/pdf/H3_AP202405141633080869_1.pdf
94,000858,五粮液,消费者基础稳固，业绩持续稳健增长,买入,中银证券,3,10.7,14.5,,,,,白酒Ⅱ,2024-05-08,https://pdf.dfcfw.com/pdf/H3_AP202405081632646889_1.pdf
95,000858,五粮液,五粮液2023年年报&2024年一季报点评：坚定改革，稳中求进,买入,华安证券,3,10.99,14.1,,,,,白酒Ⅱ,2024-05-06,https://pdf.dfcfw.com/pdf/H3_AP202405061632489528_1.pdf
96,000858,五粮液,2023年年报与2024年一季报点评：2023年顺利收官，2024年开门红良好,买入,东莞证券,3,10.94,13.75,,,,,白酒Ⅱ,2024-05-06,https://pdf.dfcfw.com/pdf/H3_AP202405061632477340_1.pdf
97,000858,五粮液,23年稳健增长，分红比例提升,买入,西南证券,3,11.42,13.17,,,,,白酒Ⅱ,2024-05-06,https://pdf.dfcfw.com/pdf/H3_AP202405061632469188_1.pdf
98,000858,五粮液,一季度收入增长12%，成本端持续精益优化,买入,国信证券,3,10.69,14.2,,,,,白酒Ⅱ,2024-05-06,https://pdf.dfcfw.com/pdf/H3_AP202405061632468984_1.pdf
99,000858,五粮液,公司信息更新报告：业绩稳健，核心矛盾明显改善,买入,开源证券,3,11.38,13.4,,,,,白酒Ⅱ,2024-05-03,https://pdf.dfcfw.com/pdf/H3_AP202405031632384244_1.pdf
100,000858,五粮液,2023年报&2024一季报点评报告：营收利润稳增长，质量回报双提升,买入,万联证券,3,10.97,13.84,,,,,白酒Ⅱ,2024-04-30,https://pdf.dfcfw.com/pdf/H3_AP202404301632089443_1.pdf
101,000858,五粮液,分红率刷新纪录，经营业绩保持韧性,买入,第一上海证券,3,11.36,13.4,,,,,酿酒行业,2024-04-30,https://pdf.dfcfw.com/pdf/H3_AP202404301632037295_1.pdf
102,000858,五粮液,一季度顺利实现开门红，价值回归可期,增持,太平洋,3,10.68,14.26,,,,,白酒Ⅱ,2024-04-30,https://pdf.dfcfw.com/pdf/H3_AP202404301631821167_1.pdf
103,000858,五粮液,2023年报及2024年一季报点评：溯流而上气象一新,买入,东吴证券,3,11.02,13.81,,,,,白酒Ⅱ,2024-04-29,https://pdf.dfcfw.com/pdf/H3_AP202404291631678176_1.pdf
104,000858,五粮液,23年收入利润稳健增长，24年改革助力高质量发展,买入,山西证券,3,11.18,13.6,,,,,白酒Ⅱ,2024-04-29,https://pdf.dfcfw.com/pdf/H3_AP202404291631630495_1.pdf
105,000858,五粮液,2023年年报及2024年一季报点评：稳中提质，关注营销执行落地,买入,民生证券,3,10.62,14.0,,,,,白酒Ⅱ,2024-04-29,https://pdf.dfcfw.com/pdf/H3_AP202404291631630013_1.pdf
106,000858,五粮液,五粮液2023年报及2024年一季报点评：业绩增长稳健，分红比例提升,买入,国元证券,3,10.74,14.17,,,,,白酒Ⅱ,2024-04-29,https://pdf.dfcfw.com/pdf/H3_AP202404291631616130_1.pdf
107,000858,五粮液,业绩稳健增长，控量稳价加速品牌价值回归,增持,群益证券,3,11.17,14.0,,,,,白酒Ⅱ,2024-04-29,https://pdf.dfcfw.com/pdf/H3_AP202404291631570085_1.pdf
108,000858,五粮液,业绩略超预期，关注营销改革成效,买入,国金证券,3,10.751,14.16,,,,,白酒Ⅱ,2024-04-29,https://pdf.dfcfw.com/pdf/H3_AP202404291631566639_1.pdf
109,000858,五粮液,公司事件点评报告：业绩略超预期，持续稳健增长,买入,华鑫证券,3,11.28,13.5,,,,,白酒Ⅱ,2024-04-29,https://pdf.dfcfw.com/pdf/H3_AP202404291631564719_1.pdf
110,000858,五粮液,淡季普五价格坚挺，未来持续稳健增长可期,买入,中银证券,3,,,,,,,白酒Ⅱ,2024-03-28,https://pdf.dfcfw.com/pdf/H3_AP202403281628434115_1.pdf
111,000858,五粮液,改革信号显著，定调“营销执行年”,买入,信达证券,3,,,,,,,白酒Ⅱ,2024-03-25,https://pdf.dfcfw.com/pdf/H3_AP202403251628071486_1.pdf
112,000858,五粮液,提价初显成效，建议重点配置,买入,国信证券,3,,,,,,,白酒Ⅱ,2024-03-21,https://pdf.dfcfw.com/pdf/H3_AP202403211627431537_1.pdf
113,000858,五粮液,公司事件点评报告：批价稳中求进，估值持续修复,买入,华鑫证券,3,,,,,,,白酒Ⅱ,2024-03-17,https://pdf.dfcfw.com/pdf/H3_AP202403171626953514_1.pdf
114,000858,五粮液,千元砥柱，赓续前行,买入,东吴证券,3,,,,,,,白酒Ⅱ,2024-03-15,https://pdf.dfcfw.com/pdf/H3_AP202403151626802283_1.pdf
115,000858,五粮液,提价在即，量价策略切实推进,买入,东吴证券,3,,,,,,,白酒Ⅱ,2024-01-31,https://pdf.dfcfw.com/pdf/H3_AP202401311619792748_1.pdf
116,000858,五粮液,公司事件点评报告：提价终落地，稳中求进,买入,华鑫证券,3,,,,,,,白酒Ⅱ,2024-01-31,https://pdf.dfcfw.com/pdf/H3_AP202401311619781769_1.pdf
117,000858,五粮液,2023年实现稳健增长，龙年生肖酒供需两旺,买入,国信证券,3,,,,,,,白酒Ⅱ,2024-01-30,https://pdf.dfcfw.com/pdf/H3_AP202401301619507913_1.pdf
118,000858,五粮液,经销商大会提振信心，全力推动渠道利润提升,买入,国信证券,3,,,,,,,白酒Ⅱ,2024-01-02,https://pdf.dfcfw.com/pdf/H3_AP202401021615928349_1.pdf
119,000858,五粮液,守正攻坚，厂商共赢,增持,群益证券,3,,,,,,,白酒Ⅱ,2023-12-21,https://pdf.dfcfw.com/pdf/H3_AP202312211614645107_1.pdf
120,000858,五粮液,明目标定举措，量价策略值得期待,买入,东吴证券,3,,,,,,,白酒Ⅱ,2023-12-20,https://pdf.dfcfw.com/pdf/H3_AP202312201614576350_1.pdf
121,000858,五粮液,公司事件点评报告：量价寻找平衡点，渠道信心恢复中,买入,华鑫证券,3,,,,,,,白酒Ⅱ,2023-12-20,https://pdf.dfcfw.com/pdf/H3_AP202312201614575031_1.pdf
122,000858,五粮液,大股东历史首次增持，底部配置价值凸显,买入,国信证券,3,,,,,,,白酒Ⅱ,2023-12-17,https://pdf.dfcfw.com/pdf/H3_AP202312171614434396_1.pdf
123,000858,五粮液,公司信息更新报告：营收环比大幅改善，终端动销质量良好,买入,开源证券,3,,,,,,,白酒Ⅱ,2023-11-17,https://pdf.dfcfw.com/pdf/H3_AP202311171611260129_1.pdf
124,000858,五粮液,五粮液酒动销改善，3季度营收提速,买入,中银证券,3,,,,,,,白酒Ⅱ,2023-11-06,https://pdf.dfcfw.com/pdf/H3_AP202311061609029335_1.pdf
