序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接
17,601318,中国平安,NBV增长提速，利润显著修复,增持,国信证券,6,8.57,7.1,9.26,6.57,,,保险Ⅱ,2025-11-03,https://pdf.dfcfw.com/pdf/H3_AP202511031774452223_1.pdf
18,601318,中国平安,利润数据大幅增长，寿险NBV持续高增,买入,华源证券,6,9.86,5.9,11.14,5.2,,,保险Ⅱ,2025-11-03,https://pdf.dfcfw.com/pdf/H3_AP202511031774424188_1.pdf
19,601318,中国平安,2025年3季报点评 季：增配权益带动业绩超预期，NBV增速进一步扩张,买入,开源证券,6,8.3,6.96,9.23,6.26,,,保险Ⅱ,2025-10-29,https://pdf.dfcfw.com/pdf/H3_AP202510291771318691_1.pdf
20,601318,中国平安,2025年三季报点评：Q3单季净利润与NBV高增，综合投资收益率明显提升,买入,东吴证券,6,8.64,6.69,9.79,5.9,,,保险Ⅱ,2025-10-29,https://pdf.dfcfw.com/pdf/H3_AP202510291771102288_1.pdf
21,601318,中国平安,中国平安2025年中报点评：金融业务协同，寿险质效提升,买入,太平洋,6,,,,,,,保险Ⅱ,2025-10-21,https://pdf.dfcfw.com/pdf/H3_AP202510211766228967_1.pdf
22,601318,中国平安,新业务CSM表现较好，上半年侧重OCI股票配置,买入,华源证券,6,8.17,7.1,9.56,6.0,,,保险Ⅱ,2025-09-04,https://pdf.dfcfw.com/pdf/H3_AP202509041738859374_1.pdf
23,601318,中国平安,寿险价值率提升，核心指标增长稳健,增持,国信证券,6,8.57,7.1,9.26,6.57,,,保险Ⅱ,2025-08-27,https://pdf.dfcfw.com/pdf/H3_AP202508271735330784_1.pdf
24,601318,中国平安,中国平安2025年半年报点评：财险COR改善明显，持续增配高股息资产,买入,开源证券,6,8.26,7.33,9.05,6.69,,,保险Ⅱ,2025-08-27,https://pdf.dfcfw.com/pdf/H3_AP202508271735306230_1.pdf
25,601318,中国平安,2025年中报点评：银保扩张推动NBV快速增长，显著增配股票投资,买入,东吴证券,6,7.84,7.72,9.0,6.73,,,保险Ⅱ,2025-08-27,https://pdf.dfcfw.com/pdf/H3_AP202508271735242561_1.pdf
26,601318,中国平安,中国平安发行H股可转债，集团资本实力进一步充实,买入,东吴证券,6,,,,,,,保险Ⅱ,2025-06-04,https://pdf.dfcfw.com/pdf/H3_AP202506041684661140_1.pdf
27,601318,中国平安,25年寿险NBV有韧性，股息政策积极,买入,华源证券,6,8.47,6.3,9.21,5.8,,,保险Ⅱ,2025-05-30,https://pdf.dfcfw.com/pdf/H3_AP202505301681786937_1.pdf
28,601318,中国平安,投资端波动，价值指标增长,增持,国信证券,6,8.57,5.99,9.26,5.54,,,保险Ⅱ,2025-04-27,https://pdf.dfcfw.com/pdf/H3_AP202504271663181207_1.pdf
29,601318,中国平安,中国平安2025年1季报点评：债市波动拖累短期业绩，寿险多渠道发展效果显著,买入,开源证券,6,8.15,6.3,9.45,5.43,,,保险Ⅱ,2025-04-26,https://pdf.dfcfw.com/pdf/H3_AP202504261662936063_1.pdf
30,601318,中国平安,2025年一季报点评：归母营运利润稳健增长，价值率提升推动NBV同比+35%,买入,东吴证券,6,8.48,6.06,9.72,5.28,,,保险Ⅱ,2025-04-26,https://pdf.dfcfw.com/pdf/H3_AP202504261662702308_1.pdf
31,601318,中国平安,中国平安2024年报点评：下调EV假设提高可信度，资负两端表现符合预期,买入,开源证券,6,8.15,6.44,9.45,5.55,,,保险Ⅱ,2025-03-20,https://pdf.dfcfw.com/pdf/H3_AP202503201645170848_1.pdf
32,601318,中国平安,2024年年报点评：利润与价值双增长，分红率再提升,买入,东吴证券,6,8.48,6.38,,,,,保险Ⅱ,2025-03-20,https://pdf.dfcfw.com/pdf/H3_AP202503201645150084_1.pdf
33,601318,中国平安,深化战略布局，利润同比大幅提升,增持,国信证券,6,8.57,6.31,9.26,5.84,,,保险Ⅱ,2025-03-20,https://pdf.dfcfw.com/pdf/H3_AP202503201645143324_1.pdf
34,601318,中国平安,深化渠道改革，重彰龙头质量,增持,国信证券,6,7.54,7.54,,,,,保险Ⅱ,2025-01-02,https://pdf.dfcfw.com/pdf/H3_AP202501021641516620_1.pdf
35,601318,中国平安,中国平安2024年三季报点评：NBV涨势强劲，投资收益带动利润高增,买入,太平洋,6,8.48,6.8,,,,,保险Ⅱ,2024-10-29,https://pdf.dfcfw.com/pdf/H3_AP202410291640557557_1.pdf
36,601318,中国平安,中国平安2024三季报点评：资产端驱动业绩高增，NBV增长好于预期,买入,开源证券,6,9.02,5.01,,,,,保险Ⅱ,2024-10-22,https://pdf.dfcfw.com/pdf/H3_AP202410221640406599_1.pdf
37,601318,中国平安,中国平安2024年半年报点评：经营业绩稳健，核心业务增长强劲,买入,太平洋,6,8.56,5.07,,,,,保险Ⅱ,2024-09-05,https://pdf.dfcfw.com/pdf/H3_AP202409051639753122_1.pdf
38,601318,中国平安,核心业务保持增长，代理人规模环比回升,增持,中邮证券,6,6.78,6.4,,,,,保险,2024-08-27,https://pdf.dfcfw.com/pdf/H3_AP202408271639474721_1.pdf
39,601318,中国平安,中国平安2024中报点评：EV增长超预期，投资收益同比稳健,买入,开源证券,6,7.24,5.99,,,,,保险Ⅱ,2024-08-23,https://pdf.dfcfw.com/pdf/H3_AP202408231639420737_1.pdf
40,601318,中国平安,2024年中报点评：新业务回暖带动价值与盈利指标全面改善,买入,东吴证券,6,,,,,,,保险Ⅱ,2024-08-23,https://pdf.dfcfw.com/pdf/H3_AP202408231639411310_1.pdf
41,601318,中国平安,H股可转债发行点评：摊薄影响有限，提升分红可消化负面影响,买入,东吴证券,6,,,,,,,保险Ⅱ,2024-07-16,https://pdf.dfcfw.com/pdf/H3_AP202407161637965805_1.pdf
42,601318,中国平安,地产估值掣肘打开，买入金融股的看涨期权,买入,东吴证券,6,,,,,,,保险Ⅱ,2024-05-19,https://pdf.dfcfw.com/pdf/H3_AP202405191633829703_1.pdf
43,601318,中国平安,核心业务恢复增长，NBV增幅超两成,增持,中邮证券,6,6.8,5.87,,,,,保险Ⅱ,2024-04-26,https://pdf.dfcfw.com/pdf/H3_AP202404261631373746_1.pdf
44,601318,中国平安,中国平安2024年1季报点评：Margin改善驱动NBV高增，负债端延续高景气,买入,开源证券,6,8.79,5.15,,,,,保险Ⅱ,2024-04-24,https://pdf.dfcfw.com/pdf/H3_AP202404241631118094_1.pdf
45,601318,中国平安,2024年一季报点评：价值增长超预期，成本控制助力核心业务增长,买入,东吴证券,6,,,,,,,保险Ⅱ,2024-04-24,https://pdf.dfcfw.com/pdf/H3_AP202404241631092605_1.pdf
46,601318,中国平安,中国平安2024年Q1一季报点评：核心业务恢复增长，渠道质态改善推动NBV复苏,,信达证券,6,,,,,,,保险Ⅱ,2024-04-24,https://pdf.dfcfw.com/pdf/H3_AP202404241631088445_1.pdf
47,601318,中国平安,2023年年报点评：负债端保持高景气，下修投资收益率假设拖累EV,买入,开源证券,6,8.79,5.15,,,,,保险Ⅱ,2024-03-22,https://pdf.dfcfw.com/pdf/H3_AP202403221627621793_1.pdf
48,601318,中国平安,寿险触底回升，分红水平彰显价值创造能力,,信达证券,6,,,,,,,保险Ⅱ,2024-03-22,https://pdf.dfcfw.com/pdf/H3_AP202403221627612616_1.pdf
49,601318,中国平安,2023年年报点评：现金分红略超预期，假设调整夯实估值底部,买入,东吴证券,6,,,,,,,保险Ⅱ,2024-03-22,https://pdf.dfcfw.com/pdf/H3_AP202403221627559145_1.pdf
50,601318,中国平安,关于公司推动“提质增效重回报”暨2023年度现金分红计划的公告点评：现金分红彰显集团经营韧性,买入,东吴证券,6,,,,,,,保险Ⅱ,2024-03-07,https://pdf.dfcfw.com/pdf/H3_AP202403071625797742_1.pdf
51,601318,中国平安,Q3点评：“保险+服务”新业务价值带动业绩韧性增长,买入,太平洋,6,,,,,,,保险Ⅱ,2023-11-26,https://pdf.dfcfw.com/pdf/H3_AP202311261612382363_1.pdf
52,601318,中国平安,核心业务发展向好，投资收益能力明年或将改善,增持,中邮证券,6,,,,,,,保险Ⅱ,2023-11-17,https://pdf.dfcfw.com/pdf/H3_AP202311171611400000_1.pdf
53,601318,中国平安,2023年3季报点评：NBV同比保持高景气度，资管板块拖累利润表现,买入,开源证券,6,,,,,,,保险Ⅱ,2023-11-03,https://pdf.dfcfw.com/pdf/H3_AP202311031608340234_1.pdf
54,601318,中国平安,2023年三季报点评：核心金融主业营运利润彰显韧性 ,买入,东吴证券,6,,,,,,,保险Ⅱ,2023-10-30,https://pdf.dfcfw.com/pdf/H3_AP202310301605638905_1.pdf
55,601318,中国平安,代理人提质，银保快速增长，H123NBV同比+32.6%,买入,山西证券,6,,,,,,,保险Ⅱ,2023-08-31,https://pdf.dfcfw.com/pdf/H3_AP202308311597199146_1.pdf
56,601318,中国平安,中国平安2023年中报点评：NBV同比高于预期，“保险+”护城河不断加深,买入,开源证券,6,,,,,,,保险Ⅱ,2023-08-31,https://pdf.dfcfw.com/pdf/H3_AP202308311596889686_1.pdf
57,601318,中国平安,2023年中报点评：行业龙头卷土重来,买入,东吴证券,6,,,,,,,保险Ⅱ,2023-08-30,https://pdf.dfcfw.com/pdf/H3_AP202308301596814519_1.pdf
58,601318,中国平安,寿险NBV表现亮眼，综合金融模式更进一步,,信达证券,6,,,,,,,保险Ⅱ,2023-08-30,https://pdf.dfcfw.com/pdf/H3_AP202308301596792405_1.pdf
59,601318,中国平安,NBV增速回正，投资收益大幅增加,买入,山西证券,6,,,,,,,保险Ⅱ,2023-04-28,https://pdf.dfcfw.com/pdf/H3_AP202304271585996426_1.pdf
60,601318,中国平安,新业务价值恢复正增长，新准则下负债端拐点逐步到来,,信达证券,6,,,,,,,保险Ⅱ,2023-04-27,https://pdf.dfcfw.com/pdf/H3_AP202304271585942958_1.pdf
61,601318,中国平安,中国平安2023年1季报点评：NBV同比提振寿险信心，费差、死差占比高于利差,买入,开源证券,6,,,,,,,保险Ⅱ,2023-04-27,https://pdf.dfcfw.com/pdf/H3_AP202304271585932676_1.pdf
62,601318,中国平安,2023年一季报点评：新准则正面影响超预期，价值拐点确认,买入,东吴证券,6,,,,,,,保险Ⅱ,2023-04-27,https://pdf.dfcfw.com/pdf/H3_AP202304271585922851_1.pdf
63,601318,中国平安,中国平安2022年度报告点评：磨砺以须，静待反转,买入,太平洋,6,,,,,,,保险Ⅱ,2023-03-23,https://pdf.dfcfw.com/pdf/H3_AP202303231584501621_1.pdf
64,601318,中国平安,中国平安2022年报业绩点评：深蹲起跳，渠道改革成效望加速显现,增持,东兴证券,6,,,,,,,保险Ⅱ,2023-03-22,https://pdf.dfcfw.com/pdf/H3_AP202303221584461496_1.pdf
65,601318,中国平安,寿险成效显，综金稳增长,,信达证券,6,,,,,,,保险Ⅱ,2023-03-17,https://pdf.dfcfw.com/pdf/H3_AP202303171584334810_1.pdf
66,601318,中国平安,代理人量减质增，储蓄险占比提升，静待业绩恢复,买入,山西证券,6,,,,,,,保险Ⅱ,2023-03-16,https://pdf.dfcfw.com/pdf/H3_AP202303161584317834_1.pdf
67,601318,中国平安,中国平安2022年报点评：寿险转型全国推广，2023年NBV有望延续改善趋势,买入,开源证券,6,,,,,,,保险Ⅱ,2023-03-16,https://pdf.dfcfw.com/pdf/H3_AP202303161584310251_1.pdf
68,601318,中国平安,2022年年报点评：稳健的分红增速彰显韧性,买入,东吴证券,6,,,,,,,保险Ⅱ,2023-03-16,https://pdf.dfcfw.com/pdf/H3_AP202303161584299715_1.pdf
69,601318,中国平安,新银保团队：抒写寿险转型与零售财富和谐乐章,买入,东吴证券,6,,,,,,,保险Ⅱ,2023-03-12,https://pdf.dfcfw.com/pdf/H3_AP202303111584205769_1.pdf
70,601318,中国平安,棋至中盘心未改，曙光初现待时飞,买入,东吴证券国际经纪,6,,,,,,,保险Ⅱ,2023-02-06,https://pdf.dfcfw.com/pdf/H3_AP202302061582801249_1.pdf
71,601318,中国平安,棋至中盘心未改，曙光初现待时飞,买入,东吴证券,6,,,,,,,保险Ⅱ,2022-12-02,https://pdf.dfcfw.com/pdf/H3_AP202212021580751910_1.pdf
72,601318,中国平安,中国平安2022三季报业绩点评：新业务价值增速边际改善，四季度业绩有望企稳向好,增持,东兴证券,6,,,,,,,保险Ⅱ,2022-10-28,https://pdf.dfcfw.com/pdf/H3_AP202210281579594226_1.pdf
73,601318,中国平安,2022年三季报点评：疫情散发拖累资负两端，关注开门红预期催化,买入,东吴证券,6,,,,,,,保险Ⅱ,2022-10-27,https://pdf.dfcfw.com/pdf/H3_AP202210271579519441_1.pdf
74,601318,中国平安,1-3Q22NBV同比-26.6%，NBVM企稳成亮点,买入,山西证券,6,,,,,,,保险Ⅱ,2022-10-27,https://pdf.dfcfw.com/pdf/H3_AP202210271579519292_1.pdf
75,601318,中国平安,中国平安2022年3季报点评：NBV同比降幅继续收敛，渠道改革年底全面推广,买入,开源证券,6,,,,,,,保险Ⅱ,2022-10-27,https://pdf.dfcfw.com/pdf/H3_AP202210271579518558_1.pdf
76,601318,中国平安,投资波动拖累净利润，寿险转型效果逐步显现,,信达证券,6,,,,,,,保险Ⅱ,2022-10-27,https://pdf.dfcfw.com/pdf/H3_AP202210271579515320_1.pdf
77,601318,中国平安,上半年寿险新单承压，车险保持高景气度,增持,国信证券,6,,,,,,,保险Ⅱ,2022-08-24,https://pdf.dfcfw.com/pdf/H3_AP202208241577554476_1.pdf
78,601318,中国平安,寿险改革成效初显，股息增长彰显韧性,,信达证券,6,,,,,,,保险Ⅱ,2022-08-24,https://pdf.dfcfw.com/pdf/H3_AP202208241577539857_1.pdf
79,601318,中国平安,改革成效初显但压力仍存，大健康领域深入布局,买入,华金证券,6,,,,,,,保险Ⅱ,2022-08-24,https://pdf.dfcfw.com/pdf/H3_AP202208241577538158_1.pdf
80,601318,中国平安,中国平安2022年中报点评：寿险NBV同比降幅收敛仍承压，集团战略再升级,买入,开源证券,6,,,,,,,保险Ⅱ,2022-08-24,https://pdf.dfcfw.com/pdf/H3_AP202208241577535336_1.pdf
81,601318,中国平安,2022年中报点评：队伍质态现拐点 分红增长显韧性,买入,东吴证券,6,,,,,,,保险Ⅱ,2022-08-24,https://pdf.dfcfw.com/pdf/H3_AP202208241577531411_1.pdf
82,601318,中国平安,平安人寿“优+人才招募计划发布会”点评：剑指打造三高队伍，转型成效初显可期,买入,东吴证券,6,,,,,,,保险Ⅱ,2022-07-25,https://pdf.dfcfw.com/pdf/H3_AP202207241576498178_1.pdf
83,601318,中国平安,中国平安观点深度更新：曙光初破水，改革始见微,买入,东吴证券,6,,,,,,,保险Ⅱ,2022-07-20,https://pdf.dfcfw.com/pdf/H3_AP202207201576369088_1.pdf
84,601318,中国平安,2022年一季报点评：一季度销售数据逐步好转,增持,国信证券,6,,,,,,,保险Ⅱ,2022-05-06,https://pdf.dfcfw.com/pdf/H3_AP202205061563927923_1.pdf
85,601318,中国平安,短期压力仍存，渠道改革望见成效,增持,东兴证券,6,,,,,,,保险Ⅱ,2022-05-05,https://pdf.dfcfw.com/pdf/H3_AP202205051563639542_1.pdf
86,601318,中国平安,投资端拖累净利润，“保险+”助力寿险发展,,信达证券,6,,,,,,,保险Ⅱ,2022-05-05,https://pdf.dfcfw.com/pdf/H3_AP202205051563617485_1.pdf
87,601318,中国平安,中国平安2022年1季报点评：NBV同比仍承压，寿险改革有望全面推广,买入,开源证券,6,,,,,,,保险Ⅱ,2022-05-04,https://pdf.dfcfw.com/pdf/H3_AP202205041563503723_1.pdf
88,601318,中国平安,Q1负债端、资产端均承压，改革持续推进,买入,华金证券,6,,,,,,,保险Ⅱ,2022-05-04,https://pdf.dfcfw.com/pdf/H3_AP202205011562695833_1.pdf
89,601318,中国平安,2022年一季报点评：营运利润增长&综合金融优势彰显经营韧性,买入,东吴证券,6,,,,,,,保险Ⅱ,2022-04-30,https://pdf.dfcfw.com/pdf/H3_AP202204301562388544_1.pdf
90,601318,中国平安,平安新银保团队探析：谱写寿险改革与财富管理的协奏曲,买入,东吴证券,6,,,,,,,保险Ⅱ,2022-04-16,https://pdf.dfcfw.com/pdf/H3_AP202204151559496612_1.pdf
91,601318,中国平安,改革曙光初现，破局尚需时日,增持,东兴证券,6,,,,,,,保险Ⅱ,2022-03-21,https://pdf.dfcfw.com/pdf/H3_AP202203211554056413_1.pdf
92,601318,中国平安,基本面有望见底回升,买入,国信证券,6,,,,,,,保险Ⅱ,2022-03-20,https://pdf.dfcfw.com/pdf/H3_AP202203201553776771_1.pdf
93,601318,中国平安,寿险业务持续承压，仍处于改革期,,信达证券,6,,,,,,,保险Ⅱ,2022-03-18,https://pdf.dfcfw.com/pdf/H3_AP202203181553415419_1.pdf
94,601318,中国平安,2021年报点评：资负两端承压，分红彰显韧性,买入,东吴证券,6,,,,,,,保险Ⅱ,2022-03-18,https://pdf.dfcfw.com/pdf/H3_AP202203181553388949_1.pdf
95,601318,中国平安,中国平安2021年年报点评：NBV低于预期，寿险转型仍需推进,买入,开源证券,6,,,,,,,保险Ⅱ,2022-03-18,https://pdf.dfcfw.com/pdf/H3_AP202203181553367443_1.pdf
96,601318,中国平安,业绩低于预期，改革成效仍需时日,买入,华金证券,6,,,,,,,保险Ⅱ,2022-03-18,https://pdf.dfcfw.com/pdf/H3_AP202203181553340004_1.pdf
97,601318,中国平安,点评报告：资负两端双承压，渠道改革成效初显,增持,万联证券,6,,,,,,,保险Ⅱ,2021-10-28,https://pdf.dfcfw.com/pdf/H3_AP202110281525590360_1.pdf
98,601318,中国平安,NBV持续承压，人力清虚力度加大,,信达证券,6,,,,,,,保险Ⅱ,2021-10-28,https://pdf.dfcfw.com/pdf/H3_AP202110281525580773_1.pdf
99,601318,中国平安,改革之路道阻且长，房地产风险敞口可控,买入,华金证券,6,,,,,,,保险Ⅱ,2021-10-28,https://pdf.dfcfw.com/pdf/H3_AP202110281525538658_1.pdf
100,601318,中国平安,2021年三季报点评：负债端持续低迷，投资端拐点可期,买入,东吴证券,6,,,,,,,保险Ⅱ,2021-10-28,https://pdf.dfcfw.com/pdf/H3_AP202110281525538508_1.pdf
101,601318,中国平安,中国平安2021年3季报点评：负债端转型短期仍将承压，风险缓解带动资产端改善,买入,开源证券,6,,,,,,,保险Ⅱ,2021-10-28,https://pdf.dfcfw.com/pdf/H3_AP202110281525498145_1.pdf
102,601318,中国平安,点评报告：寿险业务承压，减值计提拖累盈利表现,增持,万联证券,6,,,,,,,保险Ⅱ,2021-09-01,https://pdf.dfcfw.com/pdf/H3_AP202109011513562722_1.pdf
103,601318,中国平安,2021年中报点评：负债、投资端双双承压，回购计划彰显改革决心,买入,东吴证券,6,,,,,,,保险Ⅱ,2021-08-29,https://pdf.dfcfw.com/pdf/H3_AP202108291513093009_1.pdf
104,601318,中国平安,寿险持续承压，代理人渠道改革稳步推进,,信达证券,6,,,,,,,保险Ⅱ,2021-08-27,https://pdf.dfcfw.com/pdf/H3_AP202108271512718216_1.pdf
105,601318,中国平安,H121NBV同比-12%，寿险表现低于预期,买入,华金证券,6,,,,,,,保险Ⅱ,2021-08-27,https://pdf.dfcfw.com/pdf/H3_AP202108271512672248_1.pdf
106,601318,中国平安,中国平安2021半年报点评：价值率下降拖累NBV，改革试点效果显现,买入,开源证券,6,,,,,,,保险Ⅱ,2021-08-27,https://pdf.dfcfw.com/pdf/H3_AP202108271512650420_1.pdf
107,601318,中国平安,2021年中国平安研究企业报告：改革初见曙光，长期价值可期,,头豹研究院,6,,,,,,,保险Ⅱ,2021-05-12,https://pdf.dfcfw.com/pdf/H3_AP202105121491225181_1.pdf
108,601318,中国平安,参与方正集团重组点评报告：助力医疗健康生态圈建设，打造“有温度的保险”,增持,万联证券,6,,,,,,,保险Ⅱ,2021-05-07,https://pdf.dfcfw.com/pdf/H3_AP202105071490235336_1.pdf
109,601318,中国平安,中国平安参与方正集团重整事件点评：借助方正核心资产，加速医疗健康产业布局,买入,开源证券,6,,,,,,,保险Ⅱ,2021-05-05,https://pdf.dfcfw.com/pdf/H3_AP202105011488976716_1.pdf
110,601318,中国平安,NBV双位数增长，综合成本率改善,,信达证券,6,,,,,,,保险Ⅱ,2021-04-23,https://pdf.dfcfw.com/pdf/H3_AP202104231487269128_1.pdf
111,601318,中国平安,2021年一季报点评：业绩符合预期，新业务价值回暖,买入,东莞证券,6,,,,,,,保险Ⅱ,2021-04-23,https://pdf.dfcfw.com/pdf/H3_AP202104231487268268_1.pdf
112,601318,中国平安,华夏幸福减值落地、寿险基本面改善较弱,买入,华金证券,6,,,,,,,保险Ⅱ,2021-04-23,https://pdf.dfcfw.com/pdf/H3_AP202104231487249092_1.pdf
113,601318,中国平安,2021年一季报点评：新业务价值高增，关注公司长期价值,买入,东吴证券,6,,,,,,,保险Ⅱ,2021-04-23,https://pdf.dfcfw.com/pdf/H3_AP202104231487212003_1.pdf
114,601318,中国平安,中国平安2021年1季报点评：新业务价值略低于预期，改革效果有望逐步显现,买入,开源证券,6,,,,,,,保险Ⅱ,2021-04-23,https://pdf.dfcfw.com/pdf/H3_AP202104231487137675_1.pdf
115,601318,中国平安,2020年年报点评：负债端低点已现，企稳向上可期,增持,万联证券,6,,,,,,,保险Ⅱ,2021-02-09,https://pdf.dfcfw.com/pdf/H3_AP202102091460339209_1.pdf
116,601318,中国平安,寿险步入改革深水区，深蹲起跳在即,买入,华金证券,6,,,,,,,保险Ⅱ,2021-02-04,https://pdf.dfcfw.com/pdf/H3_AP202102041458593614_1.pdf
117,601318,中国平安,中国平安2020年年报点评：新业务价值符合预期，复苏基本盘有所显现,买入,开源证券,6,,,,,,,保险Ⅱ,2021-02-04,https://pdf.dfcfw.com/pdf/H3_AP202102041458569094_1.pdf
118,601318,中国平安,靴子落地，静待柳暗花明,买入,东吴证券,6,,,,,,,保险Ⅱ,2021-02-04,https://pdf.dfcfw.com/pdf/H3_AP202102041458548272_1.pdf
119,601318,中国平安,基本面逐步触底，业绩反转可期,买入,东吴证券,6,,,,,,,保险Ⅱ,2020-10-30,https://pdf.dfcfw.com/pdf/H3_AP202010301424778557_1.pdf
120,601318,中国平安,20如是，21可期,增持,东兴证券,6,,,,,,,保险Ⅱ,2020-10-29,https://pdf.dfcfw.com/pdf/H3_AP202010291424562126_1.pdf
121,601318,中国平安,NBV降幅扩大，人力数量尚未见拐点,,信达证券,6,,,,,,,保险Ⅱ,2020-10-28,https://pdf.dfcfw.com/pdf/H3_AP202010281424272448_1.pdf
122,601318,中国平安,寿险转型阵痛期、NBV持续承压,买入,华金证券,6,,,,,,,保险Ⅱ,2020-10-28,https://pdf.dfcfw.com/pdf/H3_AP202010281424224885_1.pdf
123,601318,中国平安,无惧寿险短期承压，深化转型厚积薄发,买入,中银证券,6,,,,,,,保险Ⅱ,2020-09-07,https://pdf.dfcfw.com/pdf/H3_AP202009071408691311_1.pdf
124,601318,中国平安,寿险改革持续暂时拖累价值、队伍建设蓄能值得期待,买入,华金证券,6,,,,,,,保险Ⅱ,2020-08-28,https://pdf.dfcfw.com/pdf/H3_AP202008281402902998_1.pdf
125,601318,中国平安,开门红策略叠加疫情影响，成绩单不尽如人意,增持,东兴证券,6,,,,,,,保险Ⅱ,2020-04-27,https://pdf.dfcfw.com/pdf/H3_AP202004271378701345_1.pdf
126,601318,中国平安,新单、NBV承压，投资收益波动,,信达证券,6,,,,,,,保险Ⅱ,2020-04-24,https://pdf.dfcfw.com/pdf/H3_AP202004241378629265_1.pdf
127,601318,中国平安,Q1业绩低于预期，市场或做出负面反应,买入,华金证券,6,,,,,,,保险Ⅱ,2020-04-24,https://pdf.dfcfw.com/pdf/H3_AP202004241378618516_1.pdf
