序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接
128,601318,中国平安,代理人规模持续下滑，拖累新业务价值同比-19%,买入,中银证券,6,,,,,,,保险Ⅱ,2020-04-24,https://pdf.dfcfw.com/pdf/H3_AP202004241378553003_1.pdf
129,601318,中国平安,估值性价比凸显，评级上调至买入-A,买入,华金证券,6,,,,,,,保险Ⅱ,2020-03-16,https://pdf.dfcfw.com/pdf/H3_AP202003161376303748_1.pdf
130,601318,中国平安,“核心+长期”双线回购，打造长期激励机制,买入,中银证券,6,,,,,,,保险Ⅱ,2020-03-03,https://pdf.dfcfw.com/pdf/H3_AP202003031375774834_1.pdf
131,601318,中国平安,2020年新型寿险模式改革，“1+N”模式展现综合金融实力,买入,中银证券,6,,,,,,,保险Ⅱ,2020-02-25,https://pdf.dfcfw.com/pdf/H3_AP202002251375457100_1.pdf
132,601318,中国平安,2019年业绩点评：关键指标依旧向好,买入,群益证券,6,,,,,,,保险Ⅱ,2020-02-21,https://pdf.dfcfw.com/pdf/H3_AP202002211375363746_1.pdf
133,601318,中国平安,点评报告：剩余边际减速，2020营运利润增速或将放缓,增持,万联证券,6,,,,,,,保险Ⅱ,2020-02-21,https://pdf.dfcfw.com/pdf/H3_AP202002211375354067_1.pdf
134,601318,中国平安,NBV+5.05%、关注代理人规模边际变化,买入,华金证券,6,,,,,,,保险Ⅱ,2020-02-21,https://pdf.dfcfw.com/pdf/H3_AP202002211375337730_1.pdf
135,601318,中国平安,坚定价值和科技转型，看好长期价值成长,买入,东吴证券,6,,,,,,,保险Ⅱ,2020-02-21,https://pdf.dfcfw.com/pdf/H3_AP202002211375331137_1.pdf
136,601318,中国平安,点评报告：寿险人力继续下滑，财险承保端保持优秀,增持,万联证券,6,,,,,,,保险Ⅱ,2019-10-28,https://pdf.dfcfw.com/pdf/H3_AP201910281369851746_1.pdf
137,601318,中国平安,2019年三季报点评：转型逻辑持续验证，价值属性提升,增持,东兴证券,6,,,,,,,保险Ⅱ,2019-10-28,https://pdf.dfcfw.com/pdf/H3_AP201910281369851583_1.pdf
138,601318,中国平安,高管层年轻化调整，NBV增长略低于预期,买入,中银国际,6,,,,,,,保险Ⅱ,2019-10-25,https://pdf.dfcfw.com/pdf/H3_AP201910251369778059_1.pdf
139,601318,中国平安,前3季度净利润同比+63%，预期市场将做出正面反应,买入,华金证券,6,,,,,,,保险Ⅱ,2019-10-25,https://pdf.dfcfw.com/pdf/H3_AP201910251369734756_1.pdf
140,601318,中国平安,长期价值成长无忧，管理机制变革释放积极信号,买入,东吴证券,6,,,,,,,保险Ⅱ,2019-10-25,https://pdf.dfcfw.com/pdf/H3_AP201910241369714658_1.pdf
141,601318,中国平安,九层之台起于累土——平安寿险深度分析,买入,华金证券,6,,,,,,,保险Ⅱ,2019-09-26,https://pdf.dfcfw.com/pdf/H3_AP201909261367658268_1.pdf
142,601318,中国平安,半年报点评：传统业务继续向好，科技板块值得关注,买入,群益证券,6,,,,,,,保险Ⅱ,2019-08-19,https://pdf.dfcfw.com/pdf/H3_AP201908191344638216_1.pdf
143,601318,中国平安,点评报告：NBV增长略显乏力，整体业绩依旧靓丽,增持,万联证券,6,,,,,,,保险Ⅱ,2019-08-19,https://pdf.dfcfw.com/pdf/H3_AP201908191344567244_1.pdf
144,601318,中国平安,业绩亮眼、估值仍有提升空间,买入,华金证券,6,,,,,,,保险Ⅱ,2019-08-19,https://pdf.dfcfw.com/pdf/H3_AP201908181344527947_1.pdf
145,601318,中国平安,受保单结构优化、投资端提振和降税红利催化，平安中报大超预期,增持,东兴证券,6,,,,,,,保险Ⅱ,2019-08-18,https://pdf.dfcfw.com/pdf/H3_AP201908181344527958_1.pdf
146,601318,中国平安,行稳致远的金融巨舰,买入,中银国际,6,,,,,,,保险Ⅱ,2019-08-16,https://pdf.dfcfw.com/pdf/H3_AP201908161344366615_1.pdf
147,601318,中国平安,非经常损益+投资改善推升利润，寿险转型现成效,买入,民生证券,6,,,,,,,保险Ⅱ,2019-08-16,https://pdf.dfcfw.com/pdf/H3_AP201908161344349153_1.pdf
148,601318,中国平安,核心指标优于预期，寿险价值增长优异,买入,东吴证券,6,,,,,,,保险Ⅱ,2019-08-16,https://pdf.dfcfw.com/pdf/H3_AP201908161344340839_1.pdf
149,601318,中国平安,具备较强竞争力的保险集团,买入,群益证券,6,,,,,,,保险Ⅱ,2019-07-08,https://pdf.dfcfw.com/pdf/H3_AP201907081338037096_1.pdf
150,601318,中国平安,点评报告：IFRS9增厚利润，NBV增速符合预期,增持,万联证券,6,,,,,,,保险Ⅱ,2019-05-07,https://pdf.dfcfw.com/pdf/H3_AP201905071327243583_1.pdf
151,601318,中国平安,寿险结构优化推新业务价值率提升,买入,中银国际,6,,,,,,,保险Ⅱ,2019-05-06,https://pdf.dfcfw.com/pdf/H3_AP201905061326947968_1.pdf
152,601318,中国平安,会计准则推升利润，保费结构优化提升NBV,买入,民生证券,6,,,,,,,保险Ⅱ,2019-05-05,https://pdf.dfcfw.com/pdf/H3_AP201905051326604284_1.pdf
153,601318,中国平安,I9驱动盈利爆发，价值率显著提升,买入,东吴证券,6,,,,,,,保险Ⅱ,2019-04-30,https://pdf.dfcfw.com/pdf/H3_AP201904301324688394_1.pdf
154,601318,中国平安,点评报告：寿险利润高增长，集团价值持续快速提升,增持,万联证券,6,,,,,,,保险Ⅱ,2019-03-15,https://pdf.dfcfw.com/pdf/H3_AP201903151306177815_1.pdf
155,601318,中国平安,价值表现好于预期，结构优化推动价值率提升,买入,中银国际,6,,,,,,,保险Ⅱ,2019-03-14,https://pdf.dfcfw.com/pdf/H3_AP201903141305792162_1.pdf
156,601318,中国平安,年报点评：金融业务可圈可点，科技方面值得关注,买入,群益证券,6,,,,,,,保险Ⅱ,2019-03-14,https://pdf.dfcfw.com/pdf/H3_AP201903141305791038_1.pdf
157,601318,中国平安,2018年年报点评：业绩稳健符合预期，科技赋能打开空间,买入,西南证券,6,,,,,,,保险Ⅱ,2019-03-14,https://pdf.dfcfw.com/pdf/H3_AP201903141305759832_1.pdf
158,601318,中国平安,中国平安2018年报点评：领先的综合金融服务集团，价值稳健实力持续提升,买入,民生证券,6,,,,,,,保险Ⅱ,2019-03-13,https://pdf.dfcfw.com/pdf/H3_AP201903131305528780_1.pdf
159,601318,中国平安,寿险价值发力，投资波动难阻高增长,买入,东吴证券,6,,,,,,,保险Ⅱ,2019-03-13,https://pdf.dfcfw.com/pdf/H3_AP201903131305411265_1.pdf
160,601318,中国平安,联席CEO登场，卓越管理机制是长期价值源泉,买入,东吴证券,6,,,,,,,保险Ⅱ,2018-12-18,https://pdf.dfcfw.com/pdf/H3_AP201812181271423268_1.pdf
161,601318,中国平安,三季度报告点评：双轮驱动成效显著，助力寿险新业务价值增长,买入,民生证券,6,,,,,,,保险Ⅱ,2018-11-05,https://pdf.dfcfw.com/pdf/H3_AP201811051235699636_1.pdf
162,601318,中国平安,点评报告：业绩稳定释放，NBV增速如期改善,增持,万联证券,6,,,,,,,保险Ⅱ,2018-11-04,https://pdf.dfcfw.com/pdf/H3_AP201811041235045126_1.pdf
163,601318,中国平安,三季报点评：核心指标继续向好，短期利润波动不足为虑,买入,群益证券,6,,,,,,,保险Ⅱ,2018-10-31,https://pdf.dfcfw.com/pdf/H3_AP201810311228320034_1.pdf
164,601318,中国平安,2018三季报点评：NBV增速持续改善，业绩基本符合预期,增持,爱建证券,6,,,,,,,保险Ⅱ,2018-10-30,https://pdf.dfcfw.com/pdf/H3_AP201810301225108571_1.pdf
165,601318,中国平安,2018年三季报点评：投资扰动无忧，寿险强势领跑,买入,东吴证券,6,,,,,,,保险Ⅱ,2018-10-30,https://pdf.dfcfw.com/pdf/H3_AP201810301224537267_1.pdf
166,601318,中国平安,中国平安2018年中报点评：二季度NBV增速超预期，“金融+科技”持续赋能,买入,民生证券,6,,,,,,,保险Ⅱ,2018-08-27,https://pdf.dfcfw.com/pdf/H3_AP201808271183093376_1.pdf
167,601318,中国平安,半年报点评：寿险边际改善，产险稳中有进，内含价值稳健增长,买入,群益证券,6,,,,,,,保险Ⅱ,2018-08-23,https://pdf.dfcfw.com/pdf/H3_AP201808231181909884_1.pdf
168,601318,中国平安,2018半年报点评：NBV扭转实现正增长，业绩增速超预期,增持,爱建证券,6,,,,,,,保险Ⅱ,2018-08-22,https://pdf.dfcfw.com/pdf/H3_AP201808221181575774_1.pdf
169,601318,中国平安,点评报告：寿险利润加速释放，长期价值持续高增长,增持,万联证券,6,,,,,,,保险Ⅱ,2018-08-22,https://pdf.dfcfw.com/pdf/H3_AP201808221181509984_1.pdf
170,601318,中国平安,2018年中报点评：NBV反转！盈利及EV增速超预期,买入,东吴证券,6,,,,,,,保险Ⅱ,2018-08-22,https://pdf.dfcfw.com/pdf/H3_AP201808221181474752_1.pdf
171,601318,中国平安,中国平安2018年一季度业绩点评：短期扰动逐步减弱，稳健经营、长线可期,,民生证券,6,,,,,,,保险Ⅱ,2018-05-01,https://pdf.dfcfw.com/pdf/H3_AP201805011134346745_1.pdf
172,601318,中国平安,2018年一季报点评：NBV优于行业，龙头效应强化,买入,东吴证券,6,,,,,,,保险Ⅱ,2018-05-01,https://pdf.dfcfw.com/pdf/H3_AP201804301133631278_1.pdf
173,601318,中国平安,2017年年报点评：主营业务强劲，科技板块助力业绩长期增长,买入,中航证券,6,,,,,,,保险Ⅱ,2018-04-13,https://pdf.dfcfw.com/pdf/H3_AP201804131122641104_1.pdf
174,601318,中国平安,金控龙头再创佳绩，金融科技抬升估值,买入,西南证券,6,,,,,,,保险Ⅱ,2018-03-23,https://pdf.dfcfw.com/pdf/H3_AP201803231108973341_1.pdf
175,601318,中国平安,中国平安2017年业绩快报点评：业绩、价值增长强劲，“金融+科技”优势凸显,,民生证券,6,,,,,,,保险Ⅱ,2018-03-22,https://pdf.dfcfw.com/pdf/H3_AP201803221108418610_1.pdf
176,601318,中国平安,年报点评：寿险及产险市场份额提升，科技资产逐渐显性化,买入,群益证券,6,,,,,,,保险,2018-03-22,https://pdf.dfcfw.com/pdf/H3_AP201803221108127161_1.pdf
177,601318,中国平安,业务结构优化，金融科技发力，业绩表现亮眼,增持,爱建证券,6,,,,,,,保险,2018-03-21,https://pdf.dfcfw.com/pdf/H3_AP201803211107538874_1.pdf
178,601318,中国平安,2017年年报点评：价值标杆！利润加速+EV高增+分红翻倍,买入,东吴证券,6,,,,,,,保险,2018-03-21,https://pdf.dfcfw.com/pdf/H3_AP201803211107374545_1.pdf
179,601318,中国平安,打破消极预期，演绎强者恒强,买入,群益证券,6,,,,,,,保险Ⅱ,2018-02-14,https://pdf.dfcfw.com/pdf/H3_AP201802141091890717_1.pdf
180,601318,中国平安,中国平安公司事件点评：平安好医生完成Pre-IPO轮融资，科技业务发展提速,,民生证券,6,,,,,,,保险Ⅱ,2018-02-07,https://pdf.dfcfw.com/pdf/H3_AP201802071088650590_1.pdf
181,601318,中国平安,保险指标优于同业，金融科技提升估值,买入,群益证券,6,,,,,,,保险Ⅱ,2017-12-28,https://pdf.dfcfw.com/pdf/H3_AP201712281070300682_1.pdf
182,601318,中国平安,中国平安第三季度报告点评：金融+科技持续发力，保险业务高增抬升龙头价值,,民生证券,6,,,,,,,保险Ⅱ,2017-11-23,https://pdf.dfcfw.com/pdf/H3_AP201711231057816095_1.pdf
183,601318,中国平安,三季报点评：保险主业增长强劲，投资收益率提升明显,买入,群益证券,6,,,,,,,保险Ⅱ,2017-10-31,https://pdf.dfcfw.com/pdf/H3_AP201710310992033846_1.pdf
184,601318,中国平安,行业龙头演绎强者恒强,增持,山西证券,6,,,,,,,保险Ⅱ,2017-10-30,https://pdf.dfcfw.com/pdf/H3_AP201710300990499851_1.pdf
185,601318,中国平安,队伍规模产能双提升，新单价值超去年全年,买入,太平洋,6,,,,,,,保险Ⅱ,2017-10-30,https://pdf.dfcfw.com/pdf/H3_AP201710300990343243_1.pdf
186,601318,中国平安,2017年三季报点评：价值高速增长，金融科技引路,买入,东吴证券,6,,,,,,,保险Ⅱ,2017-10-29,https://pdf.dfcfw.com/pdf/H3_AP201710290988938455_1.pdf
187,601318,中国平安,保险龙头强者恒强，内含价值稳步提升,买入,西南证券,6,,,,,,,保险Ⅱ,2017-10-10,https://pdf.dfcfw.com/pdf/H3_AP201710100942111031_1.pdf
188,601318,中国平安,中国平安：增持,增持,山西证券,6,,,,,,,保险Ⅱ,2017-08-23,https://pdf.dfcfw.com/pdf/H3_AP201708230822299893_1.pdf
189,601318,中国平安,2017年中报点评：领航保险与金控，业绩超预期、价值持续高增,,民生证券,6,,,,,,,保险,2017-08-22,https://pdf.dfcfw.com/pdf/H3_AP201708220819173189_1.pdf
190,601318,中国平安,2017年中报点评：业绩高增，估值水平也达到近年高点,增持,东莞证券,6,,,,,,,保险Ⅱ,2017-08-21,https://pdf.dfcfw.com/pdf/H3_AP201708210817896464_1.pdf
191,601318,中国平安,半年报点评：保险主业增长强劲，高权益资产比例提升总投资收益率,买入,群益证券,6,,,,,,,保险Ⅱ,2017-08-20,https://pdf.dfcfw.com/pdf/H3_AP201708200816708026_1.pdf
192,601318,中国平安,2017年中报点评：价值强劲增长，龙头不负众望,买入,东吴证券,6,,,,,,,保险Ⅱ,2017-08-18,https://pdf.dfcfw.com/pdf/H3_AP201708180811176903_1.pdf
193,601318,中国平安,业绩依然强势，增长持续可期,买入,太平洋,6,,,,,,,保险Ⅱ,2017-08-18,https://pdf.dfcfw.com/pdf/H3_AP201708180810127564_1.pdf
194,601318,中国平安,保险向上通道开启，行业龙头乘风而起,增持,西南证券,6,,,,,,,保险Ⅱ,2017-06-29,https://pdf.dfcfw.com/pdf/H3_AP201706290676888680_1.pdf
195,601318,中国平安,深度报告：价值龙头，王者归来,买入,东吴证券,6,,,,,,,保险Ⅱ,2017-06-08,https://pdf.dfcfw.com/pdf/H3_AP201706080633549437_1.pdf
196,601318,中国平安,2017年一季报点评：新业务价值高增长超预期,买入,东莞证券,6,,,,,,,保险Ⅱ,2017-05-03,https://pdf.dfcfw.com/pdf/H3_AP201705030550907995_1.pdf
197,601318,中国平安,2017年一季报点评：寿险NBV增长60%超预期,买入,东吴证券,6,,,,,,,保险Ⅱ,2017-05-02,https://pdf.dfcfw.com/pdf/H3_AP201705020547894431_1.pdf
198,601318,中国平安,业绩平稳，价值高增长,买入,华金证券,6,,,,,,,保险Ⅱ,2017-04-28,https://pdf.dfcfw.com/pdf/H3_AP201704280539507306_1.pdf
199,601318,中国平安,综合金融领跑者,买入,华金证券,6,,,,,,,保险Ⅱ,2017-03-29,https://pdf.dfcfw.com/pdf/H3_AP201703290447869504_1.pdf
200,601318,中国平安,2016年年报点评：综合金融稳健前行,买入,东莞证券,6,,,,,,,保险Ⅱ,2017-03-24,https://pdf.dfcfw.com/pdf/H3_AP201703240434848539_1.pdf
201,601318,中国平安,净利润逆势增长15%，优质综合金融标的,买入,太平洋,6,,,,,,,保险Ⅱ,2017-03-24,https://pdf.dfcfw.com/pdf/H3_AP201703240434428408_1.pdf
202,601318,中国平安,2016年年报点评：龙头优势稳固，业绩逆势增长,买入,东吴证券,6,,,,,,,保险Ⅱ,2017-03-23,https://pdf.dfcfw.com/pdf/H3_AP201703230430253415_1.pdf
