序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接
1,600036,招商银行,公司简评报告：息差下行趋缓，出清弹性渐显,买入,东海证券,3,6.14,6.23,6.33,6.05,6.56,5.83,银行Ⅱ,2026-05-05,https://pdf.dfcfw.com/pdf/H3_AP202605051821966955_1.pdf
2,600036,招商银行,点评报告：营收增速改善,增持,万联证券,3,6.06,6.35,6.26,6.15,6.67,5.77,银行Ⅱ,2026-04-30,https://pdf.dfcfw.com/pdf/H3_AP202604301821852643_1.pdf
3,600036,招商银行,2026年一季报点评：客群优势深化，财富管理亮眼,增持,国信证券,3,5.89,6.73,6.19,6.4,6.61,5.99,银行Ⅱ,2026-04-29,https://pdf.dfcfw.com/pdf/H3_AP202604291821731872_1.pdf
4,600036,招商银行,招商银行2025年年报点评：息差单季回升，资产质量平稳,买入,太平洋,3,,,,,,,银行Ⅱ,2026-04-15,https://pdf.dfcfw.com/pdf/H3_AP202604151821220760_1.pdf
5,600036,招商银行,公司简评报告：息差压力缓解，财富管理修复延续,增持,东海证券,3,6.08,6.41,6.3,6.19,6.53,5.97,银行Ⅱ,2026-04-08,https://pdf.dfcfw.com/pdf/H3_AP202604081821071531_1.pdf
6,600036,招商银行,2025年年报点评：4Q25息差企稳回升，核心营收增速改善,买入,东兴证券,3,6.11,6.5,6.36,6.25,6.69,5.94,银行Ⅱ,2026-04-07,https://pdf.dfcfw.com/pdf/H3_AP202604071821047374_1.pdf
7,600036,招商银行,2025年报点评：业绩底部明确，攻守兼备优质标的,增持,国信证券,3,5.89,6.7,6.19,6.37,6.61,5.97,银行Ⅱ,2026-03-29,https://pdf.dfcfw.com/pdf/H3_AP202603291820836506_1.pdf
8,600036,招商银行,2025年业绩快报点评：业绩底部明确，估值具备吸引力,增持,国信证券,3,5.92,6.34,6.22,6.03,,,银行Ⅱ,2026-01-25,https://pdf.dfcfw.com/pdf/H3_AP202601251818397680_1.pdf
9,600036,招商银行,公司简评报告：业绩寻底，红利与价值属性兼备,增持,东海证券,3,6.12,6.91,6.36,6.66,,,银行Ⅱ,2026-01-05,https://pdf.dfcfw.com/pdf/H3_AP202601051815463064_1.pdf
10,600036,招商银行,2025年三季报点评：财富管理回暖延续，优质客群优势强化,增持,国信证券,3,6.05,6.88,6.48,6.42,,,银行Ⅱ,2025-10-30,https://pdf.dfcfw.com/pdf/H3_AP202510301771734353_1.pdf
11,600036,招商银行,点评报告：单季业绩增速回正，中期分红方案落地,增持,万联证券,3,6.08,7.14,6.41,6.77,,,银行Ⅱ,2025-09-04,https://pdf.dfcfw.com/pdf/H3_AP202509041738727373_1.pdf
12,600036,招商银行,2025年半年报点评：2025Q2归母净利润增速由负转正，存款成本继续优化,买入,东莞证券,3,6.2,6.91,6.53,6.57,,,银行Ⅱ,2025-09-01,https://pdf.dfcfw.com/pdf/H3_AP202509011737740300_1.pdf
13,600036,招商银行,2025年半年报点评：业绩改善，客户优势不断深化,增持,国信证券,3,6.05,7.12,6.48,6.64,,,银行Ⅱ,2025-09-01,https://pdf.dfcfw.com/pdf/H3_AP202509011737603572_1.pdf
14,600036,招商银行,2025年一季报点评：归母净利润同比小幅下滑，存款成本继续优化,买入,东莞证券,3,,,,,,,银行Ⅱ,2025-05-05,https://pdf.dfcfw.com/pdf/H3_AP202505051667974462_1.pdf
15,600036,招商银行,财富管理开局良好，其他非息拖累营收,买入,华安证券,3,5.99,6.8,6.18,6.59,,,银行Ⅱ,2025-05-03,https://pdf.dfcfw.com/pdf/H3_AP202505031666868512_1.pdf
16,600036,招商银行,2025年一季报点评：净利息收入实现正增长，核心竞争力深化,增持,国信证券,3,,,,,,,银行Ⅱ,2025-04-30,https://pdf.dfcfw.com/pdf/H3_AP202504301665028882_1.pdf
17,600036,招商银行,深耕零售“因您而变”，价值再造与日俱新,买入,华安证券,3,,,,,,,银行Ⅱ,2025-04-01,https://pdf.dfcfw.com/pdf/H3_AP202504011649863722_1.pdf
18,600036,招商银行,招商银行2024年年报点评：中期分红落地，静待零售回暖,买入,太平洋,3,,,,,,,银行Ⅱ,2025-03-30,https://pdf.dfcfw.com/pdf/H3_AP202503301649147576_1.pdf
19,600036,招商银行,点评报告：零售客户数和AUM保持较快增长,增持,万联证券,3,6.31,6.86,6.53,6.63,,,银行Ⅱ,2025-03-28,https://pdf.dfcfw.com/pdf/H3_AP202503281648708877_1.pdf
20,600036,招商银行,2024年年报点评：利润增速回正，资产质量整体稳健,买入,东兴证券,3,6.22,6.86,6.46,6.6,,,银行Ⅱ,2025-03-27,https://pdf.dfcfw.com/pdf/H3_AP202503271648050364_1.pdf
21,600036,招商银行,2024年年报点评：2024Q4营收净利增速环比提升，存款成本继续优化,买入,东莞证券,3,6.24,7.22,6.59,6.84,,,银行Ⅱ,2025-03-26,https://pdf.dfcfw.com/pdf/H3_AP202503261647763967_1.pdf
22,600036,招商银行,2024年年报点评：客群和风控护城河进一步彰显,增持,国信证券,3,6.05,7.44,6.48,6.94,,,银行Ⅱ,2025-03-26,https://pdf.dfcfw.com/pdf/H3_AP202503261647660422_1.pdf
23,600036,招商银行,2024年业绩快报点评：扩表速度环比提升，全年净利润增速回正,买入,东兴证券,3,,,,,,,银行Ⅱ,2025-01-16,https://pdf.dfcfw.com/pdf/H3_AP202501161641946772_1.pdf
24,600036,招商银行,深度报告：零售金融业务收入保持韧性,增持,万联证券,3,6.58,5.61,,,,,银行Ⅱ,2024-12-09,https://pdf.dfcfw.com/pdf/H3_AP202412091641228961_1.pdf
25,600036,招商银行,2024年三季报点评：存款成本优化，不良生成率下降,买入,东莞证券,3,,,,,,,银行Ⅱ,2024-10-30,https://pdf.dfcfw.com/pdf/H3_AP202410301640608336_1.pdf
26,600036,招商银行,2024年三季报点评：业绩回暖，大零售曙光初现,增持,国信证券,3,6.37,5.99,,,,,银行,2024-10-30,https://pdf.dfcfw.com/pdf/H3_AP202410301640587907_1.pdf
27,600036,招商银行,2024年半年报点评：存款成本下行，地产风险缓释,买入,民生证券,3,6.44,5.0,,,,,银行Ⅱ,2024-08-30,https://pdf.dfcfw.com/pdf/H3_AP202408301639612264_1.pdf
28,600036,招商银行,2024年半年报点评：投资收益高增，存款成本改善,买入,东莞证券,3,6.56,5.02,,,,,银行Ⅱ,2024-08-30,https://pdf.dfcfw.com/pdf/H3_AP202408301639608147_1.pdf
29,600036,招商银行,2024年半年报点评：业绩寻底，静待大零售回暖,增持,国信证券,3,,,,,,,银行Ⅱ,2024-08-30,https://pdf.dfcfw.com/pdf/H3_AP202408301639605391_1.pdf
30,600036,招商银行,2023年年报点评：2023Q4非息收入支撑营收增长，分红比例提升,买入,东莞证券,3,6.56,5.32,,,,,银行Ⅱ,2024-05-07,https://pdf.dfcfw.com/pdf/H3_AP202405071632551726_1.pdf
31,600036,招商银行,2024年一季报点评：存款成本环比改善，房地产不良率下行,买入,东莞证券,3,6.56,5.32,,,,,银行Ⅱ,2024-05-07,https://pdf.dfcfw.com/pdf/H3_AP202405071632551729_1.pdf
32,600036,招商银行,2024年一季度点评：业绩阶段性承压，静待大零售回暖,买入,国信证券,3,,,,,,,银行Ⅱ,2024-05-05,https://pdf.dfcfw.com/pdf/H3_AP202405051632444765_1.pdf
33,600036,招商银行,业绩阶段性承压，资产质量稳健,,信达证券,3,7.03,4.96,,,,,银行Ⅱ,2024-04-29,https://pdf.dfcfw.com/pdf/H3_AP202404291631640872_1.pdf
34,600036,招商银行,2023年年报点评：分红比例进一步提升，资产质量较平稳,买入,东兴证券,3,6.42,5.03,,,,,银行Ⅱ,2024-03-28,https://pdf.dfcfw.com/pdf/H3_AP202403281628430492_1.pdf
35,600036,招商银行,2023年报点评：近可守，远可攻,买入,国信证券,3,7.37,4.15,,,,,银行Ⅱ,2024-03-26,https://pdf.dfcfw.com/pdf/H3_AP202403261628189467_1.pdf
36,600036,招商银行,点评报告：资产质量保持稳健,增持,万联证券,3,6.29,4.98,,,,,银行Ⅱ,2024-03-26,https://pdf.dfcfw.com/pdf/H3_AP202403261628189463_1.pdf
37,600036,招商银行,规模利润稳中有进，现金分红比例提升,,信达证券,3,7.03,4.46,,,,,银行Ⅱ,2024-03-26,https://pdf.dfcfw.com/pdf/H3_AP202403261628173743_1.pdf
38,600036,招商银行,2023年年报点评：地产风险加速出清，零售AUM同增9.9%,买入,民生证券,3,6.8,5.0,,,,,银行Ⅱ,2024-03-26,https://pdf.dfcfw.com/pdf/H3_AP202403261628171450_1.pdf
39,600036,招商银行,2023年业绩快报点评：2023Q4非息收入支撑营收增长，不良率维持低位,买入,东莞证券,3,,,,,,,银行Ⅱ,2024-01-23,https://pdf.dfcfw.com/pdf/H3_AP202401231617954079_1.pdf
40,600036,招商银行,2023年业绩快报点评：业绩平稳，重视中长期配置价值,买入,国信证券,3,,,,,,,银行Ⅱ,2024-01-21,https://pdf.dfcfw.com/pdf/H3_AP202401211617888072_1.pdf
41,600036,招商银行,2023年三季度业绩点评：零售贷款回暖，负债成本边际改善,买入,东莞证券,3,,,,,,,银行Ⅱ,2023-11-10,https://pdf.dfcfw.com/pdf/H3_AP202311101609904282_1.pdf
42,600036,招商银行,点评报告：业绩增长放缓，资产质量保持稳健,增持,万联证券,3,,,,,,,银行Ⅱ,2023-10-31,https://pdf.dfcfw.com/pdf/H3_AP202310311607098273_1.pdf
43,600036,招商银行,2023年三季报点评：中收增速企稳，资产质量稳健,买入,民生证券,3,,,,,,,银行Ⅱ,2023-10-29,https://pdf.dfcfw.com/pdf/H3_AP202310291605638739_1.pdf
44,600036,招商银行,息差、手续费单季降幅收窄，不良前瞻指标改善,增持,中银证券,3,,,,,,,银行Ⅱ,2023-10-29,https://pdf.dfcfw.com/pdf/H3_AP202310291605637622_1.pdf
45,600036,招商银行,2023年三季报点评：息差降幅收窄，不良生成率下降,买入,国信证券,3,,,,,,,银行Ⅱ,2023-10-29,https://pdf.dfcfw.com/pdf/H3_AP202310291605632432_1.pdf
46,600036,招商银行,2023年上半年业绩点评：净利润增速回升，资产质量稳健,买入,东莞证券,3,,,,,,,银行Ⅱ,2023-09-01,https://pdf.dfcfw.com/pdf/H3_AP202309011597330722_1.pdf
47,600036,招商银行,点评报告：零售信贷增速稳定 客户基础进一步夯实,增持,万联证券,3,,,,,,,银行Ⅱ,2023-08-31,https://pdf.dfcfw.com/pdf/H3_AP202308311596905912_1.pdf
48,600036,招商银行,拨备释放驱动H123归母净利润+9.12%,买入,山西证券,3,,,,,,,银行Ⅱ,2023-08-31,https://pdf.dfcfw.com/pdf/H3_AP202308311596886859_1.pdf
49,600036,招商银行,净利润增速平稳，资产质量稳健,买入,东兴证券,3,,,,,,,银行Ⅱ,2023-08-29,https://pdf.dfcfw.com/pdf/H3_AP202308291596596309_1.pdf
50,600036,招商银行,风险过度担忧，韧性定价不足,增持,中银证券,3,,,,,,,银行Ⅱ,2023-08-28,https://pdf.dfcfw.com/pdf/H3_AP202308281595914722_1.pdf
51,600036,招商银行,短期业绩承压，客户优势仍在,买入,国信证券,3,,,,,,,银行Ⅱ,2023-08-28,https://pdf.dfcfw.com/pdf/H3_AP202308281595904662_1.pdf
52,600036,招商银行,2023年中报点评：业绩增速边际向上，零售信贷投放回暖,买入,民生证券,3,,,,,,,银行Ⅱ,2023-08-28,https://pdf.dfcfw.com/pdf/H3_AP202308271595902774_1.pdf
53,600036,招商银行,点评报告：规模稳健扩张,增持,万联证券,3,,,,,,,银行Ⅱ,2023-04-28,https://pdf.dfcfw.com/pdf/H3_AP202304281586086695_1.pdf
54,600036,招商银行,零售客群稳健增长，资产质量环比向好,买入,东兴证券,3,,,,,,,银行Ⅱ,2023-04-28,https://pdf.dfcfw.com/pdf/H3_AP202304281586077967_1.pdf
55,600036,招商银行,业务、盈利彰显韧性，资产质量积极改善,增持,中银证券,3,,,,,,,银行Ⅱ,2023-04-27,https://pdf.dfcfw.com/pdf/H3_AP202304271585948006_1.pdf
56,600036,招商银行,2023年一季报点评：资产质量向好，信贷投放提速,买入,民生证券,3,,,,,,,银行Ⅱ,2023-04-27,https://pdf.dfcfw.com/pdf/H3_AP202304271585935583_1.pdf
57,600036,招商银行,一季报点评：业绩触底，投资价值凸显,增持,国信证券,3,,,,,,,银行Ⅱ,2023-04-27,https://pdf.dfcfw.com/pdf/H3_AP202304271585931894_1.pdf
58,600036,招商银行,Q4息差环比小幅改善，财富管理业务稳健发展,买入,东兴证券,3,,,,,,,银行Ⅱ,2023-03-29,https://pdf.dfcfw.com/pdf/H3_AP202303291584635083_1.pdf
59,600036,招商银行,点评报告：大财富管理业务韧性较强,增持,万联证券,3,,,,,,,银行Ⅱ,2023-03-27,https://pdf.dfcfw.com/pdf/H3_AP202303271584581033_1.pdf
60,600036,招商银行,2022年年报点评：客群基础进一步夯实，22Q4净息差环比提升,买入,东莞证券,3,,,,,,,银行Ⅱ,2023-03-27,https://pdf.dfcfw.com/pdf/H3_AP202303271584574261_1.pdf
61,600036,招商银行,2022年报点评：看好大财富管理业务复苏,增持,国信证券,3,,,,,,,银行Ⅱ,2023-03-27,https://pdf.dfcfw.com/pdf/H3_AP202303271584568967_1.pdf
62,600036,招商银行,业务发展稳健，资产质量改善可期,买入,山西证券,3,,,,,,,银行Ⅱ,2023-03-27,https://pdf.dfcfw.com/pdf/H3_AP202303271584566735_1.pdf
63,600036,招商银行,高质量发展稳步推进，大财富管理未来可期,,信达证券,3,,,,,,,银行Ⅱ,2023-03-27,https://pdf.dfcfw.com/pdf/H3_AP202303271584566728_1.pdf
64,600036,招商银行,存量风险持续出清，盈利、资本优势高位提升,增持,中银证券,3,,,,,,,银行Ⅱ,2023-03-27,https://pdf.dfcfw.com/pdf/H3_AP202303271584566685_1.pdf
65,600036,招商银行,2022年年报点评：息差环比回升，涉房敞口收缩,买入,民生证券,3,,,,,,,银行Ⅱ,2023-03-27,https://pdf.dfcfw.com/pdf/H3_AP202303271584565323_1.pdf
66,600036,招商银行,涉房风险缓释，客群基础扎实,增持,国信证券,3,,,,,,,银行Ⅱ,2023-01-16,https://pdf.dfcfw.com/pdf/H3_AP202301161582036988_1.pdf
67,600036,招商银行,出清拐点或将显现，重申推荐,增持,中银证券,3,,,,,,,银行Ⅱ,2023-01-15,https://pdf.dfcfw.com/pdf/H3_AP202301151582023205_1.pdf
68,600036,招商银行,三季报点评：净息差降幅收窄，大财富战略稳定,增持,国信证券,3,,,,,,,银行Ⅱ,2022-11-07,https://pdf.dfcfw.com/pdf/H3_AP202211071580015611_1.pdf
69,600036,招商银行,2022年三季报点评：利润增速上行，风险分类审慎,买入,民生证券,3,,,,,,,银行Ⅱ,2022-11-02,https://pdf.dfcfw.com/pdf/H3_AP202211021579825973_1.pdf
70,600036,招商银行,对公贷款增速提高，涉房风险整体可控,买入,国金证券,3,,,,,,,银行Ⅱ,2022-10-31,https://pdf.dfcfw.com/pdf/H3_AP202210311579648261_1.pdf
71,600036,招商银行,财富管理业务稳健，不良率略有提升但资产质量仍较优质,买入,山西证券,3,,,,,,,银行Ⅱ,2022-10-31,https://pdf.dfcfw.com/pdf/H3_AP202210301579638795_1.pdf
72,600036,招商银行,关注超跌修复和出清拐点的介入机会,增持,中银证券,3,,,,,,,银行Ⅱ,2022-10-30,https://pdf.dfcfw.com/pdf/H3_AP202210301579625911_1.pdf
73,600036,招商银行,大财富管理征程依旧,买入,国金证券,3,,,,,,,银行Ⅱ,2022-09-08,https://pdf.dfcfw.com/pdf/H3_AP202209081578141474_1.pdf
74,600036,招商银行,点评报告：大财富管理业务韧性较强,增持,万联证券,3,,,,,,,银行Ⅱ,2022-08-23,https://pdf.dfcfw.com/pdf/H3_AP202208231577503525_1.pdf
75,600036,招商银行,高盈利延续，短期压制不改长期向好趋势,增持,国信证券,3,,,,,,,银行Ⅱ,2022-08-22,https://pdf.dfcfw.com/pdf/H3_AP202208221577464858_1.pdf
76,600036,招商银行,关注超跌修复和出清拐点的介入机会,增持,中银证券,3,,,,,,,银行Ⅱ,2022-08-20,https://pdf.dfcfw.com/pdf/H3_AP202208201577411797_1.pdf
77,600036,招商银行,点评报告：业绩稳健增长,增持,万联证券,3,,,,,,,银行Ⅱ,2022-04-26,https://pdf.dfcfw.com/pdf/H3_AP202204261561656803_1.pdf
78,600036,招商银行,2022年一季报详解：市场波动、人事变动，财富龙头地位不动,买入,民生证券,3,,,,,,,银行Ⅱ,2022-04-26,https://pdf.dfcfw.com/pdf/H3_AP202204261561644091_1.pdf
79,600036,招商银行,战略和客户优势持续，关注长期投资价值,买入,东兴证券,3,,,,,,,银行Ⅱ,2022-04-25,https://pdf.dfcfw.com/pdf/H3_AP202204251561516640_1.pdf
80,600036,招商银行,财富业务波动，但不改长期向好态势,增持,国信证券,3,,,,,,,银行Ⅱ,2022-04-25,https://pdf.dfcfw.com/pdf/H3_AP202204251561504225_1.pdf
81,600036,招商银行,蛰伏，等待更好的招行,增持,中银证券,3,,,,,,,银行Ⅱ,2022-04-24,https://pdf.dfcfw.com/pdf/H3_AP202204241561267635_1.pdf
82,600036,招商银行,高净值客户持续增长，净息差环比改善,买入,华安证券,3,,,,,,,银行Ⅱ,2022-04-24,https://pdf.dfcfw.com/pdf/H3_AP202204241561236697_1.pdf
83,600036,招商银行,2021年报点评：业绩稳居行业龙头，大财富管理成效显著,增持,东亚前海证券,3,,,,,,,银行Ⅱ,2022-03-22,https://pdf.dfcfw.com/pdf/H3_AP202203221554190982_1.pdf
84,600036,招商银行,点评报告：持续推进3.0模式转型,增持,万联证券,3,,,,,,,银行Ⅱ,2022-03-21,https://pdf.dfcfw.com/pdf/H3_AP202203211554056411_1.pdf
85,600036,招商银行,大财富管理开局出色，盈利能力稳健提升,买入,东兴证券,3,,,,,,,银行Ⅱ,2022-03-21,https://pdf.dfcfw.com/pdf/H3_AP202203211554056409_1.pdf
86,600036,招商银行,大财富管理发力，资产质量优化,买入,华安证券,3,,,,,,,银行Ⅱ,2022-03-21,https://pdf.dfcfw.com/pdf/H3_AP202203211553981807_1.pdf
87,600036,招商银行,盈利能力提升，财富管理优势持续,买入,中银证券,3,,,,,,,银行Ⅱ,2022-03-21,https://pdf.dfcfw.com/pdf/H3_AP202203211553951956_1.pdf
88,600036,招商银行,2021年报详解：大财富元年大丰收，3.0模式头角峥嵘,买入,民生证券,3,,,,,,,银行Ⅱ,2022-03-21,https://pdf.dfcfw.com/pdf/H3_AP202203211553947560_1.pdf
89,600036,招商银行,业绩增速环比提升，财富管理增长迅猛,增持,国信证券,3,,,,,,,银行Ⅱ,2022-03-20,https://pdf.dfcfw.com/pdf/H3_AP202203201553798078_1.pdf
90,600036,招商银行,归母净利润同比增长23.2%,买入,华安证券,3,,,,,,,银行Ⅱ,2022-01-17,https://pdf.dfcfw.com/pdf/H3_AP202201171540921195_1.pdf
91,600036,招商银行,2021年业绩快报详解：业绩拾级而上，ROE恢复上行,买入,民生证券,3,,,,,,,银行Ⅱ,2022-01-17,https://pdf.dfcfw.com/pdf/H3_AP202201171540919864_1.pdf
92,600036,招商银行,点评报告：大财富管理业务贡献稳步提升,增持,万联证券,3,,,,,,,银行Ⅱ,2021-10-26,https://pdf.dfcfw.com/pdf/H3_AP202110261525137130_1.pdf
93,600036,招商银行,大财富管理稳步推进，中收持续强劲增,买入,东兴证券,3,,,,,,,银行Ⅱ,2021-10-26,https://pdf.dfcfw.com/pdf/H3_AP202110261525049039_1.pdf
94,600036,招商银行,领先优势进一步扩大,买入,中银证券,3,,,,,,,银行Ⅱ,2021-10-25,https://pdf.dfcfw.com/pdf/H3_AP202110251524887268_1.pdf
95,600036,招商银行,信用卡拉动净息差改善，中间收入高增长,买入,华安证券,3,,,,,,,银行Ⅱ,2021-10-25,https://pdf.dfcfw.com/pdf/H3_AP202110251524851724_1.pdf
96,600036,招商银行,2021年三季报点评：中收王者，地产无忧,买入,东吴证券,3,,,,,,,银行Ⅱ,2021-10-23,https://pdf.dfcfw.com/pdf/H3_AP202110231524506698_1.pdf
97,600036,招商银行,大财富管理稳步推进，业绩强劲增长,买入,东兴证券,3,,,,,,,银行Ⅱ,2021-08-18,https://pdf.dfcfw.com/pdf/H3_AP202108181510871311_1.pdf
98,600036,招商银行,点评报告：大财富管理基础进一步夯实,增持,万联证券,3,,,,,,,银行Ⅱ,2021-08-18,https://pdf.dfcfw.com/pdf/H3_AP202108181510855979_1.pdf
99,600036,招商银行,负债改善息差企稳，非息收入增长业绩亮眼,增持,山西证券,3,,,,,,,银行Ⅱ,2021-08-17,https://pdf.dfcfw.com/pdf/H3_AP202108171510624969_1.pdf
100,600036,招商银行,2021年中报点评：零售AUM站上10万亿新起点,买入,东吴证券,3,,,,,,,银行Ⅱ,2021-08-16,https://pdf.dfcfw.com/pdf/H3_AP202108161510517643_1.pdf
101,600036,招商银行,2021年半年报点评：业绩维持高增长，资产质量保持行业领先,买入,东莞证券,3,,,,,,,银行Ⅱ,2021-08-16,https://pdf.dfcfw.com/pdf/H3_AP202108161510403414_1.pdf
102,600036,招商银行,财富管理收入超预期,买入,华安证券,3,,,,,,,银行Ⅱ,2021-08-16,https://pdf.dfcfw.com/pdf/H3_AP202108161510345271_1.pdf
103,600036,招商银行,财富收入高增，活期占比继续提升,买入,中银证券,3,,,,,,,银行Ⅱ,2021-08-15,https://pdf.dfcfw.com/pdf/H3_AP202108141510001150_1.pdf
104,600036,招商银行,财富管理时代的弄潮儿,买入,华安证券,3,,,,,,,银行Ⅱ,2021-06-30,https://pdf.dfcfw.com/pdf/H3_AP202106301500939919_1.pdf
105,600036,招商银行,点评报告：活期存款占比继续上升,增持,万联证券,3,,,,,,,银行Ⅱ,2021-04-27,https://pdf.dfcfw.com/pdf/H3_AP202104271488157454_1.pdf
106,600036,招商银行,2021年一季报：非息收入占比提升，息差边际改善,增持,万和证券,3,,,,,,,银行Ⅱ,2021-04-27,https://pdf.dfcfw.com/pdf/H3_AP202104271488143771_1.pdf
107,600036,招商银行,ROE同比提升，优异基本面支持估值溢价,买入,中银证券,3,,,,,,,银行Ⅱ,2021-04-26,https://pdf.dfcfw.com/pdf/H3_AP202104261487898261_1.pdf
108,600036,招商银行,2021年一季报点评：业绩表现优秀，资产质量稳步提升,买入,东莞证券,3,,,,,,,银行Ⅱ,2021-04-26,https://pdf.dfcfw.com/pdf/H3_AP202104261487839096_1.pdf
109,600036,招商银行,零售客户高增长，为全年业绩护航,买入,华安证券,3,,,,,,,银行Ⅱ,2021-04-26,https://pdf.dfcfw.com/pdf/H3_AP202104261487839082_1.pdf
110,600036,招商银行,2021年一季报点评：资产质量再向好，负债成本超预期！,买入,东吴证券,3,,,,,,,银行Ⅱ,2021-04-25,https://pdf.dfcfw.com/pdf/H3_AP202104251487730215_1.pdf
111,600036,招商银行,稳健高质量发展，轻型银行战略不断推进,增持,万和证券,3,,,,,,,银行Ⅱ,2021-03-23,https://pdf.dfcfw.com/pdf/H3_AP202103231475167497_1.pdf
112,600036,招商银行,2020年报业绩点评：聚焦财富管理 纵深推进轻型银行业态,增持,万联证券,3,,,,,,,银行Ⅱ,2021-03-23,https://pdf.dfcfw.com/pdf/H3_AP202103231475081230_1.pdf
113,600036,招商银行,招商银行：业绩拐点已现，迈入财富管理3.0时代,买入,太平洋,3,,,,,,,银行Ⅱ,2021-03-22,https://pdf.dfcfw.com/pdf/H3_AP202103221474786988_1.pdf
114,600036,招商银行,净利润稳健增长，大财富管理未来可期,买入,东兴证券,3,,,,,,,银行Ⅱ,2021-03-22,https://pdf.dfcfw.com/pdf/H3_AP202103221474764124_1.pdf
115,600036,招商银行,零售优势巩固，资产质量向好,买入,中银证券,3,,,,,,,银行Ⅱ,2021-03-22,https://pdf.dfcfw.com/pdf/H3_AP202103221474764123_1.pdf
