序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接
48,600519,贵州茅台,2025年三季报点评：结构压力逐步释放，费效管控边际加强,买入,东吴证券,18,74.47,19.23,77.43,18.49,,,白酒Ⅱ,2025-10-31,https://pdf.dfcfw.com/pdf/H3_AP202510311772173861_1.pdf
49,600519,贵州茅台,2025Q3收入同比持平，经营理性务实、行稳致远,增持,国信证券,18,75.79,18.9,80.02,17.9,,,白酒Ⅱ,2025-10-30,https://pdf.dfcfw.com/pdf/H3_AP202510301771950370_1.pdf
50,600519,贵州茅台,2025年三季报点评：务实降速，蓄力前行,买入,东莞证券,18,76.74,18.66,81.94,17.47,,,白酒Ⅱ,2025-10-30,https://pdf.dfcfw.com/pdf/H3_AP202510301771942998_1.pdf
51,600519,贵州茅台,务实降速，坚韧前行,买入,信达证券,18,75.83,18.88,79.74,17.96,,,白酒Ⅱ,2025-10-30,https://pdf.dfcfw.com/pdf/H3_AP202510301771915534_1.pdf
52,600519,贵州茅台,茅台酒稳健，Q3业绩降速,持有,群益证券,18,78.46,18.0,84.56,17.0,,,白酒Ⅱ,2025-10-30,https://pdf.dfcfw.com/pdf/H3_AP202510301771840990_1.pdf
53,600519,贵州茅台,理性降速，关注龙头底部价值,买入,国金证券,18,76.032,18.8,79.951,17.9,,,白酒Ⅱ,2025-10-30,https://pdf.dfcfw.com/pdf/H3_AP202510301771723396_1.pdf
54,600519,贵州茅台,点评报告：茅台酒韧性强而系列酒承压，直销渠道增速亮眼,增持,万联证券,18,81.81,17.58,89.27,16.11,,,白酒Ⅱ,2025-08-19,https://pdf.dfcfw.com/pdf/H3_AP202508191730583378_1.pdf
55,600519,贵州茅台,2季度业绩环比降速，公司主动调整纾压，经营节奏稳健,买入,中银证券,18,78.2,18.3,83.2,17.2,,,白酒Ⅱ,2025-08-19,https://pdf.dfcfw.com/pdf/H3_AP202508191730474627_1.pdf
56,600519,贵州茅台,2025年中报点评：25H1收入平稳增长，谋求长期高质量发展,买入,西南证券,18,81.1,17.51,87.63,16.21,,,白酒Ⅱ,2025-08-18,https://pdf.dfcfw.com/pdf/H3_AP202508181729725661_1.pdf
57,600519,贵州茅台,龙头业绩稳健，全年目标完成可期,买入,东兴证券,18,82.18,17.28,90.76,15.65,,,白酒Ⅱ,2025-08-14,https://pdf.dfcfw.com/pdf/H3_AP202508141727543712_1.pdf
58,600519,贵州茅台,2025年半年报点评：增速降档适配需求 茅台酒韧性凸显,买入,民生证券,18,82.0,17.0,88.87,16.0,,,白酒Ⅱ,2025-08-14,https://pdf.dfcfw.com/pdf/H3_AP202508141727511430_1.pdf
59,600519,贵州茅台,贵州茅台：业绩符合预期，茅台酒表现稳健,增持,太平洋,18,82.48,17.42,89.6,16.04,,,白酒Ⅱ,2025-08-14,https://pdf.dfcfw.com/pdf/H3_AP202508141727373469_1.pdf
60,600519,贵州茅台,贵州茅台2025年中报点评：茅台高端地位稳固，中端白酒竞争激烈,买入,诚通证券,18,81.18,17.5,85.02,16.7,,,白酒Ⅱ,2025-08-14,https://pdf.dfcfw.com/pdf/H3_AP202508141727213129_1.pdf
61,600519,贵州茅台,营收利润符合预期，经营韧性突显,买入,中邮证券,18,82.76,17.36,91.61,15.69,,,白酒Ⅱ,2025-08-13,https://pdf.dfcfw.com/pdf/H3_AP202508131726910836_1.pdf
62,600519,贵州茅台,2025Q2收入同比增长9.2%，公司根据市场调整产品结构,增持,国信证券,18,76.9,18.7,81.35,17.7,,,白酒Ⅱ,2025-08-13,https://pdf.dfcfw.com/pdf/H3_AP202508131726808000_1.pdf
63,600519,贵州茅台,公司事件点评报告：定海神针稳，时间换空间,买入,华鑫证券,18,81.16,17.7,87.68,16.4,,,白酒Ⅱ,2025-08-13,https://pdf.dfcfw.com/pdf/H3_AP202508131726805378_1.pdf
64,600519,贵州茅台,贵州茅台2025Q2点评：经营触底相对稳健,买入,华安证券,18,81.22,17.48,86.83,16.35,,,白酒Ⅱ,2025-08-13,https://pdf.dfcfw.com/pdf/H3_AP202508131726788214_1.pdf
65,600519,贵州茅台,迎难而上求变，完成既定任务,买入,信达证券,18,79.7,18.03,84.49,17.01,,,白酒Ⅱ,2025-08-13,https://pdf.dfcfw.com/pdf/H3_AP202508131726773018_1.pdf
66,600519,贵州茅台,25H1净利润同比增9%，彰显经营韧性,持有,群益证券,18,82.34,17.0,89.28,16.0,,,白酒Ⅱ,2025-08-13,https://pdf.dfcfw.com/pdf/H3_AP202508131726696204_1.pdf
67,600519,贵州茅台,2025年半年报点评：业绩稳健增长，彰显龙头韧性,买入,东莞证券,18,79.76,18.02,84.82,16.94,,,白酒Ⅱ,2025-08-13,https://pdf.dfcfw.com/pdf/H3_AP202508131726640878_1.pdf
68,600519,贵州茅台,2025年中报点评：茅台酒节奏稳健，系列酒边际承压,买入,东吴证券,18,76.85,18.7,81.99,17.53,,,白酒Ⅱ,2025-08-13,https://pdf.dfcfw.com/pdf/H3_AP202508131726585171_1.pdf
69,600519,贵州茅台,Q2业绩稳步兑现，看好龙头配置价值,买入,国金证券,18,78.674,18.3,83.882,17.1,,,白酒Ⅱ,2025-08-13,https://pdf.dfcfw.com/pdf/H3_AP202508131726572620_1.pdf
70,600519,贵州茅台,销售公司完成上半年经营任务，转变思路，提升服务质量,持有,群益证券,18,82.34,17.0,89.35,16.0,,,白酒Ⅱ,2025-07-09,https://pdf.dfcfw.com/pdf/H3_AP202507091705661665_1.pdf
71,600519,贵州茅台,2024年股东大会点评：韧性生长，价值升维,买入,第一上海证券,18,82.4,19.1,89.7,17.5,,,白酒Ⅱ,2025-05-26,https://pdf.dfcfw.com/pdf/H3_AP202505261679487019_1.pdf
72,600519,贵州茅台,理性务实，保持定力,买入,东吴证券,18,80.35,19.66,87.79,18.0,,,白酒Ⅱ,2025-05-22,https://pdf.dfcfw.com/pdf/H3_AP202505221677340556_1.pdf
73,600519,贵州茅台,2025Q1业绩稳健，优化考核激发经销商积极性,持有,群益证券,18,82.75,19.0,89.66,17.0,,,白酒Ⅱ,2025-05-07,https://pdf.dfcfw.com/pdf/H3_AP202505071668792551_1.pdf
74,600519,贵州茅台,收入利润略超预期，全年有望实现稳健增长,买入,中邮证券,18,82.76,18.69,91.61,16.89,,,白酒Ⅱ,2025-05-06,https://pdf.dfcfw.com/pdf/H3_AP202505061668324484_1.pdf
75,600519,贵州茅台,公司信息更新报告：收入业绩略超预期，彰显龙头韧性,买入,开源证券,18,84.27,18.3,91.07,17.0,,,白酒Ⅱ,2025-05-05,https://pdf.dfcfw.com/pdf/H3_AP202505051667877544_1.pdf
76,600519,贵州茅台,25Q1收入双位数成长，顺利实现开门红,买入,西南证券,18,,,,,,,白酒Ⅱ,2025-05-03,https://pdf.dfcfw.com/pdf/H3_AP202505031666819165_1.pdf
77,600519,贵州茅台,公司事件点评报告：业绩略超预期，彰显龙头韧性,买入,华鑫证券,18,81.66,18.9,88.0,17.6,,,白酒Ⅱ,2025-05-02,https://pdf.dfcfw.com/pdf/H3_AP202505021666135464_1.pdf
78,600519,贵州茅台,2025Q1收入同比增长10.7%，销售收现表现较好,增持,国信证券,18,81.81,18.9,88.9,17.4,,,白酒Ⅱ,2025-04-30,https://pdf.dfcfw.com/pdf/H3_AP202504301665075075_1.pdf
79,600519,贵州茅台,2025年一季报点评：顺利实现开门红，增长势能延续,买入,东莞证券,18,81.57,18.93,88.9,17.37,,,白酒Ⅱ,2025-04-30,https://pdf.dfcfw.com/pdf/H3_AP202504301665013040_1.pdf
80,600519,贵州茅台,Q1业绩超预期，龙头持续变革转型,买入,国金证券,18,,,,,,,白酒Ⅱ,2025-04-30,https://pdf.dfcfw.com/pdf/H3_AP202504301664934272_1.pdf
81,600519,贵州茅台,2025年一季报点评：节奏得当，开局顺利,买入,东吴证券,18,80.35,19.21,87.79,17.59,,,白酒Ⅱ,2025-04-30,https://pdf.dfcfw.com/pdf/H3_AP202504301664885537_1.pdf
82,600519,贵州茅台,抢抓开门红，同心谋转型,买入,信达证券,18,81.94,18.84,89.25,17.3,,,白酒Ⅱ,2025-04-30,https://pdf.dfcfw.com/pdf/H3_AP202504301664882465_1.pdf
83,600519,贵州茅台,公司简评报告：2024年圆满收官，2025年扎实前行,买入,东海证券,18,81.65,19.1,87.66,17.79,,,白酒Ⅱ,2025-04-17,https://pdf.dfcfw.com/pdf/H3_AP202504171657796397_1.pdf
84,600519,贵州茅台,2024年报业绩点评报告：2024业绩稳健增长，2025目标营收增速9%,增持,华龙证券,18,80.86,19.4,88.39,17.8,,,酿酒行业,2025-04-15,https://pdf.dfcfw.com/pdf/H3_AP202504151656917820_1.pdf
85,600519,贵州茅台,贵州茅台2024年年报点评：2025年稳健前行，双轮驱动优化产品结构,买入,诚通证券,18,80.43,19.3,86.63,17.9,,,白酒Ⅱ,2025-04-14,https://pdf.dfcfw.com/pdf/H3_AP202504141656311629_1.pdf
86,600519,贵州茅台,营收利润符合预期，25年目标锚定高个位数,买入,中邮证券,18,82.76,18.96,91.61,17.13,,,白酒Ⅱ,2025-04-14,https://pdf.dfcfw.com/pdf/H3_AP202504141656293072_1.pdf
87,600519,贵州茅台,改革成效显现，24年圆满收官，25年夯实基础目标制定稳健务实,买入,中银证券,18,81.2,19.0,88.4,17.4,,,白酒Ⅱ,2025-04-10,https://pdf.dfcfw.com/pdf/H3_AP202504101653981561_1.pdf
88,600519,贵州茅台,点评报告：业绩稳增长，茅台酒和批发渠道增速亮眼,增持,万联证券,18,81.81,18.89,89.27,17.31,,,白酒Ⅱ,2025-04-09,https://pdf.dfcfw.com/pdf/H3_AP202504091653825725_1.pdf
89,600519,贵州茅台,24年完满收官，25年迎接新挑战,买入,东兴证券,18,83.18,18.03,92.12,16.28,,,白酒Ⅱ,2025-04-09,https://pdf.dfcfw.com/pdf/H3_AP202504091653812100_1.pdf
90,600519,贵州茅台,2024年报点评：24年顺利达成目标，25年定调稳健增长,买入,西南证券,18,82.68,18.98,90.24,17.39,,,白酒Ⅱ,2025-04-07,https://pdf.dfcfw.com/pdf/H3_AP202504071652752054_1.pdf
91,600519,贵州茅台,公司信息更新报告：2024年营收利润高增，2025年定调合理积极,买入,开源证券,18,84.27,18.6,91.07,17.2,,,白酒Ⅱ,2025-04-07,https://pdf.dfcfw.com/pdf/H3_AP202504071652733434_1.pdf
92,600519,贵州茅台,公司事件点评报告：2024年圆满收官，2025年稳健增长,买入,华鑫证券,18,81.66,19.2,88.0,17.8,,,白酒Ⅱ,2025-04-06,https://pdf.dfcfw.com/pdf/H3_AP202504051651914192_1.pdf
93,600519,贵州茅台,贵州茅台：2024年顺利收官，2025年理性增长行稳致远,买入,太平洋,18,82.99,18.66,90.25,17.16,,,白酒Ⅱ,2025-04-06,https://pdf.dfcfw.com/pdf/H3_AP202504041651464813_1.pdf
94,600519,贵州茅台,2024年年报点评：平稳收官彰显韧性25年目标营收增速9%,买入,民生证券,18,,,,,,,白酒Ⅱ,2025-04-05,https://pdf.dfcfw.com/pdf/H3_AP202504051651855360_1.pdf
95,600519,贵州茅台,2024年稳健收官，2025年目标收入增长9%,增持,国信证券,18,81.81,18.9,88.9,17.4,,,白酒Ⅱ,2025-04-03,https://pdf.dfcfw.com/pdf/H3_AP202504031650881953_1.pdf
96,600519,贵州茅台,2024年报点评：平稳兑现，目标积极,买入,东吴证券,18,80.35,19.28,87.79,17.65,,,白酒Ⅱ,2025-04-03,https://pdf.dfcfw.com/pdf/H3_AP202504031650850404_1.pdf
97,600519,贵州茅台,贵州茅台2024年报点评：顺利收官，目标理性,买入,华安证券,18,81.26,19.06,86.87,17.83,,,白酒Ⅱ,2025-04-03,https://pdf.dfcfw.com/pdf/H3_AP202504031650826748_1.pdf
98,600519,贵州茅台,适应需求变化，巩固发展根基,买入,信达证券,18,81.93,18.91,89.24,17.36,,,白酒Ⅱ,2025-04-03,https://pdf.dfcfw.com/pdf/H3_AP202504031650817218_1.pdf
99,600519,贵州茅台,24年业绩平稳兑现，稳健配置首选,买入,国金证券,18,,,,,,,白酒Ⅱ,2025-04-03,https://pdf.dfcfw.com/pdf/H3_AP202504031650735630_1.pdf
100,600519,贵州茅台,2025年目标务实，加速转型,持有,群益证券,18,82.75,19.0,89.79,17.0,,,白酒Ⅱ,2025-04-03,https://pdf.dfcfw.com/pdf/H3_AP202504031650726545_1.pdf
101,600519,贵州茅台,2024年年报点评：2024年圆满收官，彰显经营韧性,买入,东莞证券,18,,,,,,,白酒Ⅱ,2025-04-03,https://pdf.dfcfw.com/pdf/H3_AP202504031650726542_1.pdf
102,600519,贵州茅台,24年顺利收官，看好25年公司经营稳定增长,买入,东兴证券,18,91.21,15.49,,,,,白酒Ⅱ,2025-02-07,https://pdf.dfcfw.com/pdf/H3_AP202502071642864898_1.pdf
103,600519,贵州茅台,公司事件点评报告：茅台集团高质增长，目标稳中有进,买入,华鑫证券,18,79.65,18.5,,,,,白酒Ⅱ,2025-01-16,https://pdf.dfcfw.com/pdf/H3_AP202501161641947418_1.pdf
104,600519,贵州茅台,2024年圆满收官，2025年聚力转型发展,买入,中银证券,18,81.19,17.7,,,,,白酒Ⅱ,2025-01-07,https://pdf.dfcfw.com/pdf/H3_AP202501071641837036_1.pdf
105,600519,贵州茅台,24年顺利完成目标，25年聚焦供需适配,买入,西南证券,18,83.14,17.74,,,,,白酒Ⅱ,2025-01-06,https://pdf.dfcfw.com/pdf/H3_AP202501061641816389_1.pdf
106,600519,贵州茅台,2024年收入增长约15%，2025年经营目标理性务实,增持,国信证券,18,79.87,18.6,,,,,白酒Ⅱ,2025-01-05,https://pdf.dfcfw.com/pdf/H3_AP202501051641811877_1.pdf
107,600519,贵州茅台,贵州茅台24Q4预告：24年圆满收官,买入,华安证券,18,,,,,,,白酒Ⅱ,2025-01-05,https://pdf.dfcfw.com/pdf/H3_AP202501041641810995_1.pdf
108,600519,贵州茅台,顺利收官，2025着力“供需适配”,买入,中邮证券,18,81.56,18.25,,,,,白酒Ⅱ,2025-01-03,https://pdf.dfcfw.com/pdf/H3_AP202501031641800043_1.pdf
109,600519,贵州茅台,全年目标稳健兑现，多产品均衡发力,买入,东吴证券,18,79.06,18.82,,,,,白酒Ⅱ,2025-01-03,https://pdf.dfcfw.com/pdf/H3_AP202501031641608456_1.pdf
110,600519,贵州茅台,2024年生产经营情况点评：顺利收官，蓄力前行,买入,东莞证券,18,82.58,18.02,,,,,白酒Ⅱ,2025-01-03,https://pdf.dfcfw.com/pdf/H3_AP202501031641573183_1.pdf
111,600519,贵州茅台,公司事件点评报告：圆满收官，彰显韧性,买入,华鑫证券,18,79.65,18.7,,,,,白酒Ⅱ,2025-01-03,https://pdf.dfcfw.com/pdf/H3_AP202501031641521587_1.pdf
112,600519,贵州茅台,顺利完成目标，转型促进发展,买入,信达证券,18,80.71,18.44,,,,,白酒Ⅱ,2025-01-03,https://pdf.dfcfw.com/pdf/H3_AP202501021641518958_1.pdf
113,600519,贵州茅台,公司事件点评报告：转型推动供需适配，调整投放平衡渠道,买入,华鑫证券,18,79.71,19.1,,,,,白酒Ⅱ,2024-12-31,https://pdf.dfcfw.com/pdf/H3_AP202412311641487388_1.pdf
114,600519,贵州茅台,2025年经销商大会：聚力转型发展，深化市场导向,买入,东吴证券,18,79.51,19.23,,,,,白酒Ⅱ,2024-12-29,https://pdf.dfcfw.com/pdf/H3_AP202412291641463266_1.pdf
115,600519,贵州茅台,动态更新报告：渠道协同 稳中求进,买入,民生证券,18,83.73,18.0,,,,,白酒Ⅱ,2024-12-28,https://pdf.dfcfw.com/pdf/H3_AP202412281641461859_1.pdf
116,600519,贵州茅台,持续加强消费者层面的触达和转化，国际化思路清晰,增持,国信证券,18,81.41,18.7,,,,,白酒Ⅱ,2024-12-01,https://pdf.dfcfw.com/pdf/H3_AP202412011641130347_1.pdf
117,600519,贵州茅台,股东回报持续完善，适配供需运筹决胜,买入,东吴证券,18,80.26,18.93,,,,,白酒Ⅱ,2024-11-28,https://pdf.dfcfw.com/pdf/H3_AP202411281641103748_1.pdf
118,600519,贵州茅台,公司事件点评报告：渠道深度多元化，六大体系国际化,买入,华鑫证券,18,79.71,19.1,,,,,白酒Ⅱ,2024-11-28,https://pdf.dfcfw.com/pdf/H3_AP202411281641100483_1.pdf
